Gene,UC4,UC5,CD5,CTR1,CD2,UC3,CD1,UC2,CTR2,UC1,CD6,CTR4,CD3,CTR3,CTR5
A1BG,1.415476433,1.600609924,0.95195951,1.292296893,1.613021071,1.317927294,0.830968552,1.923843142,1.3158776,0.923065209,1.750628882,0.832044079,1.527261562,0.463762634,0.49990231
A1CF,2.59318495,1.457624784,2.610062562,4.928911755,7.938981002,5.508089932,3.875731277,1.100635571,8.074323075,4.31305644,2.407361811,7.193064799,4.683607767,10.27291165,2.205866501
A2M,276.5490895,366.5264246,408.2755743,168.1392121,314.5687041,214.6759266,270.7920918,287.1621811,223.287713,295.9865343,234.6678582,205.9766272,345.2612569,231.3442321,278.7671986
A2ML1,0,0,0,0,0,0.007965651,9.040049701,0,0,0,0,0,0,0,0
A3GALT2,0.160231488,0.142920271,0.09666842,0.35694175,0.039779294,0.092862513,0.478165677,0.144396574,0.082603389,0.434586286,0.302210225,0.084491395,0.049745365,0.114370173,0.821884727
A4GALT,9.994665151,9.788106216,4.842037162,7.561385525,5.801249671,3.89071745,6.703684449,8.880901073,4.714346084,9.972969918,9.447715266,5.468826963,9.071666016,8.211652339,10.24220707
A4GNT,0,0,3.486329351,0,2.144236621,0.018005753,0,0,0,0,3.539296447,0,0,0,0
AAAS,13.63065559,15.64007182,13.65748829,17.85432985,17.5641353,19.03506076,17.88479596,14.72722098,18.14639075,16.27320183,16.45348912,14.03011309,15.84372651,12.10065651,15.12434112
AACS,9.408002549,11.37358518,7.947692299,9.906383061,9.853033944,14.95087818,11.3729084,12.12307805,11.42568969,11.67221685,10.71421645,12.39283939,8.016433564,8.794392391,10.60795924
AADAC,0.1226188,0.408319195,18.43494541,37.28543348,19.96963386,0.056851198,0.468379163,0.1178677,0.227567146,0,17.35446288,0.025863165,9.867265443,33.84220959,0.050316462
AADACL2,0.040294202,0.071881729,0,0.04488095,0,0,1.611305491,0,0.166181449,0,0,0.23372214,0.150116542,0.345134771,0
AADACL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL4,0,0,0.047567,0.043909501,0.274035133,0,0.023528787,0,0.040646112,0.02376045,0.029741324,0,0,0,0.06066292
AADAT,0.809917305,0.838933336,1.071826902,0.582007348,0.934008175,0.605663698,1.668488786,0.643547498,1.212192226,1.322738241,1.064373431,1.157238528,1.232898502,0.733507657,0.830871226
AAED1,13.09746923,15.10456175,12.77053028,8.436205902,11.23278637,11.07930729,8.448828604,15.14136181,7.741017597,13.91436087,10.87927542,8.162114215,11.25401546,10.04122122,13.87741416
AAGAB,12.47193134,11.15372823,12.29223151,9.873892823,10.18169534,15.01374313,9.224822244,10.87492234,10.18817729,12.76784138,10.37408947,13.89087884,9.596927734,10.2571955,14.08415342
AAK1,3.823312424,4.893061826,5.617742156,4.237061388,3.792896247,4.45172146,4.628248002,4.707423375,4.897732262,5.345155862,5.710720178,4.395914623,5.1236509,3.900939918,4.333429255
AAMDC,1.871304644,2.000140283,3.429773197,2.295388199,2.469880241,1.565001737,1.922723536,1.679257035,2.710942958,1.684670808,3.681339796,2.697961631,2.176776638,2.231805019,1.409413537
AAMP,34.89178571,35.07156602,26.24305104,35.42848777,40.19379653,39.08810657,34.93681182,32.79386116,48.38258867,29.23057716,40.63346551,44.91798182,32.89169373,38.46308874,38.6067717
AANAT,0.00777594,0.055486694,0.028147569,0.008661087,0.007721863,0.027039379,0.037128158,0.028029923,0.048104327,0.037493719,0.035198603,0.008200635,0.019312906,0,0.015954233
AAR2,10.68633182,9.117036758,9.790349358,12.13084986,9.493622837,9.790585838,7.531467818,9.580275252,9.513874999,8.71638214,10.60146298,10.47366093,9.837790563,10.41386505,10.79212677
AARD,0.252391508,0.382027646,0.110741091,0.562243213,0.455702321,0.079785849,0.301276504,0.220556469,0.236571296,0.857411652,0.311584496,0.145187061,0.398909916,0.676935668,0.8473788
AARS,37.78076638,42.9644663,35.6501368,34.68337817,31.43336223,40.155553,34.39065072,58.64828347,26.97584854,44.77430048,47.46509823,28.69094298,41.69774271,30.92960755,33.44043483
AARS2,4.402788235,5.171738413,4.490837692,7.274069818,6.877138309,4.995664798,6.8072789,4.685908758,6.845147571,4.962183243,8.954929511,6.259007964,7.053039801,5.721899175,4.897717548
AARSD1,0.090130212,0,0,0.066926578,0.05966894,0,0,0,0.030976271,0,0,0.031684273,0,0.028592543,0
AASDH,2.003948385,1.972605111,2.909019816,2.80896266,2.743155184,2.672990016,2.701218779,2.081887468,2.167891517,3.069720656,2.967871752,2.692142975,3.147094153,2.382499703,1.853377266
AASDHPPT,5.122400372,5.705184402,6.638569494,6.440060142,5.885230721,6.230601729,5.715534581,8.13055215,5.141733176,6.79548856,6.025096506,5.16397769,6.394845568,5.408100556,4.494953888
AASS,2.380158101,2.465429453,3.343556647,2.884329184,3.680570497,1.796085329,6.848788742,2.348319687,2.346113527,5.115647848,4.075807543,2.090568375,3.579861481,2.597358131,2.907170488
AATF,15.38873386,16.36667408,19.93078423,20.2530266,17.18242524,15.21925942,14.32533895,16.76571692,15.29426247,16.21988608,15.912914,14.04917069,16.8997852,15.39243046,18.77144793
AATK,1.759874828,2.450025689,1.986079982,3.23433657,4.93450153,0.779953621,2.310814001,1.865829167,1.809183245,2.751611314,4.233050267,1.21731321,3.072525549,3.576375691,2.05497654
ABAT,2.658406747,3.186039574,5.001633111,6.334134558,8.334796221,3.454629887,3.803060055,1.786476054,9.395531273,2.709001111,5.675620205,9.111699759,4.875386728,7.635724512,2.755299496
ABCA1,22.89664566,26.55614098,25.48996501,12.26589254,22.25602198,16.3018895,21.00626183,30.27767652,25.99036572,34.10926283,18.7322943,17.25349983,17.48818071,14.32803597,21.80944592
ABCA10,0.427203822,0.785192367,1.007506034,1.369822459,1.291981942,0.525184376,2.511106201,1.127734734,2.349166796,1.404459867,3.389002938,1.433524428,2.371253329,0.708423053,0.378494079
ABCA12,0.324819301,1.581261302,0.16199776,0.028943517,0.01720322,3.960774624,6.358815156,0.801399459,0.058050226,2.177019169,0.137230655,0.050242109,0.032269821,0.008243549,0.506498841
ABCA13,0.245220335,0.269334456,0.125316082,0.093186938,0.13894678,0.260828307,0.172186099,0.24265171,0.120468243,0.316464197,0.080530531,0.11561542,0.111061617,0.057658123,0.210130428
ABCA2,6.901760501,9.490658227,4.796725167,9.041428454,10.12974476,6.630566728,11.77269064,6.714440688,13.95921193,8.951905672,12.81021428,9.992719419,9.721356949,7.165592337,6.818831523
ABCA3,3.687695149,2.531348257,1.948569998,4.520974728,2.728103953,1.549120023,3.198064174,2.691318418,3.055795326,2.983419872,5.891004959,2.407851659,5.078961907,3.857036098,2.177187906
ABCA4,0.173403671,0.079829341,0.425210416,0.554505793,0.211081116,0.21396025,0.287114796,0.134423237,0.103812367,0.188799247,1.088773596,0.02949587,0.90303522,0.899677685,0.022953537
ABCA5,2.948929851,3.158995097,3.943020351,5.479217587,7.509775069,4.537234678,7.368742094,3.543334905,6.47287818,5.303172746,7.000619324,6.233803018,5.349366181,5.625512794,2.57256053
ABCA6,1.432241314,4.099452148,3.088756472,3.339363932,3.486711107,1.251282402,3.859466747,3.229960035,3.702803561,3.800835286,3.241594845,3.054747366,4.207609285,2.609170258,1.940786247
ABCA7,4.85683814,7.327216052,4.39345023,7.631422578,5.672811398,5.80743088,7.34027008,4.878541391,5.214523315,7.305835231,11.93190729,3.472822635,7.079387186,2.841894576,3.705085702
ABCA8,3.551662711,5.57182227,3.681210849,6.025673493,1.982689796,2.703763971,6.143056505,5.447273101,8.879704932,6.974018595,6.412892235,12.07778605,11.57881551,7.983163158,4.650765365
ABCA9,0.362647814,2.271013388,1.134958364,2.398325771,1.620566176,0.170765841,2.955813664,2.423833862,2.418719063,2.411156666,3.881612873,1.9062962,3.574650167,2.086986819,0.808002921
ABCB1,3.868636863,5.007443606,6.941539954,29.37370066,24.25093845,7.112796173,5.125517726,2.684865534,13.20417274,2.723672655,8.906857818,19.69620759,27.01337255,57.13950151,2.976543747
ABCB10,5.141156511,5.475617402,5.402933812,6.949065666,6.250393369,6.517520328,6.287763469,5.617580492,7.368997554,6.216395716,6.47039722,7.037706562,5.776434794,6.41861547,6.408396299
ABCB11,0.109239034,0.121254909,0.114234345,0.170343425,0.065087605,0.312327971,0.260794467,0.297518016,2.920896646,0.32481341,0.131861835,1.720399152,0.397927554,0.062378188,0.388492802
ABCB4,0.159933941,0.282241895,0.809261815,1.08607605,0.409862443,0.526240394,0.585050124,0.204569388,0.670238678,0.292295707,0.61497479,0.27204676,0.538174325,0.456631161,0.127023252
ABCB5,0.124841441,3.359170627,0.87242697,0.202784643,0.294436454,0.084410822,1.049360618,2.656343422,0.471965441,1.059692523,0.494469328,0.768015838,1.117527909,0.128713627,0.149416515
ABCB6,5.759966789,6.354061599,2.955386942,3.687489609,4.370117917,4.18055141,4.01612059,4.495404406,3.801953227,5.04524469,4.853168701,4.754617962,4.361957819,4.098546246,7.676160428
ABCB7,8.940917012,8.59925287,10.78819569,12.16542663,11.08160711,10.18680665,11.13756536,9.990273872,13.54845768,9.226398549,10.37350335,11.4650982,11.01905047,9.846752065,9.033260318
ABCB8,5.729299339,7.266628012,4.68874503,5.446424146,4.881587208,6.249627531,5.971203717,6.551365571,4.631171654,6.395133768,7.208317019,5.731889073,5.663943116,5.806792299,7.111628814
ABCB9,1.069968864,0.769247963,0.853395772,1.360093392,1.002498051,0.63061304,1.212265319,2.796445524,1.227846555,1.012880729,1.605320745,1.236785009,0.870804383,0.955013724,0.613940253
ABCC1,20.08828482,21.92143656,17.62200024,21.86232161,14.55315729,17.39662997,20.83015044,20.96090017,13.32190937,21.75919547,22.83243992,15.36077509,20.49241928,16.10008089,19.7212653
ABCC10,5.045146565,5.542592405,4.984158584,6.57474838,5.373290004,4.597873409,6.579391942,5.061835455,5.344851143,6.492131464,8.497409266,5.666540595,5.427274387,4.531420897,5.415047856
ABCC11,0.038655573,0.015324121,0.031094789,0.038271817,0.008530388,0.014935282,0.046142662,0.041286433,0.026570569,0.031064652,0.025922739,0.054355747,0.005333771,0.044964104,0.039655658
ABCC12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC2,0.247099483,0.454164074,0.955443534,2.927416402,1.717667388,0.17575411,0.408921101,0.317150047,0.324255376,0.392638416,1.889623585,0.260595221,1.478494679,4.110069371,0.339910213
ABCC3,16.09774238,11.67529272,8.180947641,10.89622448,12.9984331,21.1344048,25.40388133,15.98998867,35.43265313,16.04153894,12.95028819,44.25873023,5.211576109,6.458149457,24.48274048
ABCC4,8.675753861,9.072861518,6.553598074,5.686008266,4.781197404,9.845851612,6.310190434,7.148936133,6.075642757,8.521416121,5.669451597,6.296494915,6.1013347,5.070473699,11.26615614
ABCC5,2.149201533,3.504264524,3.064386597,3.526814704,4.167499714,2.993182092,6.901321688,2.9451282,5.673471804,4.236146267,5.307401023,3.792634621,3.610225317,2.507581391,4.75968588
ABCC6,0.913942441,0.954740149,1.713766771,3.205254616,4.188389153,1.589032093,2.321978582,0.430360976,2.152057281,0.803945336,3.363687247,1.628140007,2.553677837,4.954369071,0.969262926
ABCC8,0.245888159,0.100041933,0.101499552,0.172975561,0.430524642,0.045001587,0.347581825,0.14772547,0.460344657,0.21840254,0.458884252,0.484514722,0.152676559,0.215538926,0.365098249
ABCC9,6.550043936,7.660188899,12.28649242,4.007261803,8.098136252,1.288952832,7.756237064,8.462419838,2.643818292,11.81198774,15.52878797,2.465095106,14.09656157,7.657276018,3.256857077
ABCD1,6.117801317,7.714730147,9.041689666,11.80961847,11.85063588,7.726394273,8.424185613,7.256873669,8.325785857,6.403940476,8.032787381,6.109876212,10.19456845,14.02901255,7.744704573
ABCD2,0.39270918,0.583802258,0.960855687,0.636677244,0.372645764,0.65244036,0.41929043,0.540024582,0.278933214,1.051971986,1.043539969,0.39114887,1.067479429,0.384126199,0.358105979
ABCD3,16.04154544,12.86571136,11.84772826,15.72686013,20.6919749,22.20010224,17.12696865,12.22120704,22.87690023,17.78877606,13.22207275,34.65816605,13.74146684,20.25621373,15.57810273
ABCD4,8.078757157,9.176257271,9.719650594,11.7891741,12.02223448,10.51767458,12.1312545,8.525421262,10.2248953,9.809026372,13.72675109,7.853209585,11.80636583,11.16520845,8.852297311
ABCE1,19.00442293,13.37504058,16.74133849,14.60518575,12.71087856,15.85570952,15.25574254,22.04846856,11.01121493,18.51540676,11.14572064,15.96177219,13.89329674,12.20965685,17.39112198
ABCF1,19.8034601,18.97939119,20.49777944,18.6449641,16.31762928,21.51449377,18.83787797,17.64026748,18.38141214,18.55276122,18.74244305,19.00116095,15.9543896,18.32920699,20.94688537
ABCF2,9.912022993,9.884738463,8.078457636,8.172133742,7.270196595,9.064517837,7.121811801,9.434663308,8.961725046,8.433567578,9.468505799,9.626137914,8.68821258,8.626500797,12.72073993
ABCF3,12.74677774,15.97768956,11.68407954,15.57127291,14.97835936,15.33153623,14.58038778,16.12713513,17.05054833,14.23888401,16.60871583,13.23762301,14.74941391,12.89712994,15.54006469
ABCG1,3.982898476,8.534714727,6.891909795,6.493278212,9.825922414,6.947665319,7.768966832,7.39961955,10.57764046,5.22743559,8.219501697,6.159376267,6.764862232,4.80703661,5.540758239
ABCG2,3.460759313,2.746784925,3.786517066,15.16564163,9.924175735,7.062410962,1.855477893,0.687181978,7.869735277,0.494951972,6.87024579,20.65370145,10.48019746,24.82784313,0.488917739
ABCG4,0.054050389,0.074994655,0.097826571,0.140473723,0.187860753,0.083533393,0.483894415,0.129890257,0.055728688,0.195463518,0.29903466,0.057002438,0.123056625,0.051440179,0.055448763
ABCG5,0.067511043,0.110398257,2.331777264,1.287730209,1.994485939,0.195630871,0.151100748,0.162237996,0.017401826,0.061035389,1.871774131,0.02669935,0.880296265,2.610188317,0.112543709
ABCG8,0.0659625,0.117671982,4.108884392,4.500105405,7.058031251,0.382287127,0.324796682,0.208053092,0.119018686,0.178906145,4.690290536,0.052173861,3.696400875,7.172275538,0.050751795
ABHD1,0,0.338611104,0.098155627,0.158564508,0.060586924,0.165009543,0.024276104,0.048872687,0.08387421,0.024515124,0.184115768,0.064343447,0.075766017,0.154839619,0
ABHD10,6.129491817,7.031192188,8.200185875,9.651721322,8.101430107,7.94452264,7.679935948,7.869919637,7.619636874,7.877824086,9.161137508,8.22168791,8.781499239,6.647139476,5.693455322
ABHD11,6.295590629,6.523799812,3.044113394,4.975587556,5.19451743,10.03371457,7.570222857,4.032583224,10.01104787,5.050004739,3.824132858,13.49855613,3.10424561,4.350491529,9.758935304
ABHD12,16.21688838,21.61063724,15.92052427,21.48347121,19.4792225,24.27016522,16.93815513,18.96060463,22.80286618,14.0175532,18.42512008,23.69529377,18.7217917,19.95065039,16.28777848
ABHD12B,0,0.115579002,0.019543833,0,0.032169342,0.957493262,1.85611442,0.038924294,0.918513772,0.17572402,0,0,0,0.107905772,0.066465461
ABHD13,4.214933719,3.825131047,5.824991295,4.387658033,4.587149028,4.289056962,4.936243898,4.416734793,3.796267264,4.866686383,4.437055137,4.238388476,4.739746362,5.002570876,4.556520817
ABHD14A,3.735468863,6.15795465,8.032726936,5.520113825,5.692783106,4.587014244,4.547277911,7.288117329,4.652255673,4.458300951,9.096255031,4.485555108,6.246365589,3.519876275,3.604461516
ABHD14A-ACY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD14B,14.24266923,17.35850852,18.26069234,25.45346565,21.89171887,20.21200042,14.61268031,14.48688106,24.32459655,13.62143574,16.87255685,23.81653624,18.9400015,18.307863,13.86938065
ABHD15,7.063280156,10.10924135,7.126674593,12.08580633,12.03291121,9.25986899,6.29443656,6.672537789,11.31314169,5.842613333,10.85968421,11.2121085,11.28189387,11.05682573,7.183553396
ABHD16A,21.07596251,20.99902603,16.64140424,19.00450456,20.84738017,24.56325764,21.78660436,20.64038734,19.84004555,18.79552115,22.47990944,17.83739005,21.0655077,24.71114881,25.07791923
ABHD16B,0.023073876,0.109765344,0.027841158,0.205603271,0.045826821,0.026745031,0,0.027724793,0,0.083442525,0.034815435,0,0.057308004,0.021959588,0.071012506
ABHD17A,12.70472711,15.02571182,9.889179384,15.64187272,14.34208805,11.55949372,14.87580273,12.39681135,14.57620823,13.04068783,16.606703,13.34082807,16.39935049,11.43559727,16.38211723
ABHD17B,5.545395724,6.257724853,4.732172951,5.39230155,5.924456457,6.813127565,6.315929521,5.370484223,7.825123529,5.034113395,6.389820488,8.26183676,5.246841863,5.687145584,6.812590733
ABHD17C,27.74778235,22.71584482,13.47191174,15.58856125,23.79577113,46.53309061,29.20471841,20.71803267,54.01405858,28.57128612,13.65024683,58.52654462,12.24798325,22.24335102,40.91716546
ABHD18,2.279248249,2.660701798,3.567607326,3.462925073,2.868360825,3.037561014,3.322525293,3.155147489,3.313853607,2.931085763,3.288525955,3.987759939,3.273937327,2.604013761,2.397479775
ABHD2,29.5987274,31.72265805,36.31272522,29.57557281,38.77067761,33.48794384,32.03585702,26.26541605,27.89790981,31.73243927,39.8046086,26.4836493,29.3475865,34.08978866,47.80604692
ABHD3,13.30422572,15.56228648,11.1694602,10.12786485,11.74524457,27.29181857,14.80384663,16.0680576,30.69129333,17.47142242,11.86303702,32.28683448,11.71630312,18.06216818,22.09277977
ABHD4,6.382114438,12.67099954,12.60261588,9.85278229,12.67546135,8.506408154,7.258454057,9.778561846,13.32270887,8.814860822,13.78223596,9.467183759,13.0682043,12.29748191,7.649638872
ABHD5,6.884775036,6.236904637,5.151459318,3.706930844,4.713719018,5.509748499,5.73031551,8.248278192,7.701651322,7.667019509,3.672397175,8.905822727,4.658957408,5.272549434,6.621464747
ABHD6,5.605258008,7.917370265,7.794720212,11.223316,12.03034021,7.602154448,5.533257264,5.431523755,9.016393509,7.33142823,9.424885921,8.997113434,9.961524207,17.47423022,6.795780074
ABHD8,3.274414783,7.811721145,3.974598413,7.228774923,5.977571633,5.04536697,4.446940799,6.902916216,5.478561089,5.294328371,8.461250078,4.321734834,6.160308849,4.945005128,4.887834986
ABI1,14.86139856,15.56473885,23.37657604,22.79920035,17.98890595,20.22007592,20.25739878,16.8354365,17.43838613,17.97364962,16.45405365,17.28521513,18.59756203,16.81996716,16.46186907
ABI2,6.959663888,7.207317028,7.292475696,7.128809146,7.755428993,4.818572679,8.353487828,7.261995898,6.734702287,9.129898666,9.541292902,6.211915434,9.18081593,7.484787014,5.063632683
ABI3,7.407039035,14.18601116,16.714106,24.17199475,13.7940023,17.7508656,8.680929503,8.206538619,14.08387783,6.099374321,11.78585827,10.24636663,14.0244794,12.68880694,17.82233879
ABI3BP,8.612285892,10.68202265,12.58447136,13.07837093,6.8884078,5.962388991,14.89110137,17.3950984,12.19530011,12.50544034,11.02420378,6.691802284,15.017454,13.46715669,8.323195247
ABL1,48.67945633,41.39216847,23.6861278,29.00971256,30.15023447,26.65265831,39.83597325,32.77546389,41.09781775,40.02745498,36.09224215,39.99993197,35.9584998,36.62293948,38.25367074
ABL2,9.219015599,8.316130047,8.723893915,4.514969266,5.583142934,5.043383797,9.873624797,10.53468658,4.631532563,9.88903401,7.250516082,3.873045167,6.430877939,6.073602561,6.761114303
ABLIM1,16.87081875,18.38619808,14.67800098,21.32956178,19.56507005,21.59652108,23.61608828,16.56225255,26.25309461,17.79514187,17.05469857,23.04836478,18.34029172,16.52470619,22.77309765
ABLIM2,1.3832001,2.11501857,1.008725642,1.345954057,1.199996393,1.286142364,1.73275642,1.287598604,2.531023297,1.465815268,2.740708215,1.354549679,1.623329999,1.157276829,2.183055093
ABLIM3,3.737483529,2.673041191,4.101958465,3.353152004,4.092809211,1.821869926,4.210815132,4.589263725,2.971972721,4.178214488,4.488320244,2.62954131,7.483377159,3.76164129,2.94653992
ABO,9.588665756,3.584879044,4.640451962,10.36177907,18.47625846,16.53585756,11.94216505,3.715579311,24.59543408,3.602261935,5.097138601,23.95178342,5.389060125,11.12879081,2.612467705
ABR,17.02377955,19.30735502,14.05853141,19.16060823,19.74069514,22.07416504,25.9470677,16.14637774,28.66118258,15.22347218,18.16835846,31.42643894,16.51004722,17.04868925,19.0703478
ABRA,0.084580398,0.067059942,0.017009252,0,0.055994795,0,0.016827089,0.01693816,0.014534446,0.44181195,0,0.089199893,0.087529253,0,0.086768635
ABRACL,18.36860758,18.46630396,20.28054366,20.05836603,16.01539997,29.77975654,11.32145963,15.77194141,22.07482804,16.49815165,10.86894353,28.69902038,16.74781656,20.52844092,15.06685663
ABRAXAS1,3.11285626,3.766167689,6.780315362,5.53850996,4.697030672,4.576540096,5.195652962,4.209865257,4.473865828,4.467097335,4.391896684,4.46242926,5.890531659,3.501171507,2.433059871
ABRAXAS2,7.012483931,7.313629619,10.37835002,9.229470382,9.194281717,9.271229449,8.910230645,7.751229324,7.97866742,7.990848822,6.46840989,7.56881368,8.844433189,9.137419993,7.98074243
ABT1,12.14533798,12.91585137,12.0993935,17.96322363,14.73907164,13.02870495,11.0623545,13.39724679,12.67175757,9.971234259,15.34880884,13.2286318,14.11599424,11.74830224,13.66651996
ABTB1,14.46747157,20.17316812,11.82543133,20.13291009,20.73034372,12.73302472,15.21270593,17.14638161,16.95247318,13.04729682,22.28993016,9.73005565,22.49124549,11.42845085,14.82335526
ABTB2,2.649481408,2.86271956,1.895947098,5.567013645,3.593839709,3.739482308,2.91323146,2.179260306,3.533177591,2.176210993,3.959884683,4.380791786,3.414776279,5.941907232,3.63546955
ACAA1,25.32318812,28.3138144,24.15422028,37.24396148,33.26022632,36.55101193,24.51333491,24.11989429,41.37496451,20.3875267,28.14104737,51.38517376,27.72869893,37.90955966,26.39551198
ACAA2,57.78194752,46.6442549,35.81887362,65.39778679,51.95140772,112.3623206,57.92059913,38.01146481,102.9856258,30.85457768,41.85024077,143.0597022,44.36386261,58.46001253,58.27696047
ACACA,8.922572451,8.390946429,6.533287703,8.046576678,6.564273552,8.985430647,9.386384285,7.787331398,7.47816522,11.96752822,8.131967964,9.671173895,8.222224879,8.293486033,8.54195894
ACACB,4.821546135,7.622144282,6.430865955,13.80330597,11.34024185,6.479028173,16.35403836,5.249092374,17.066362,10.56052056,13.6823755,13.75078564,21.93487968,9.810977566,6.784981155
ACAD10,7.034413951,6.467255374,7.067139394,9.268817749,9.829233885,6.534461694,9.61175882,6.474113739,12.26295279,7.180567518,10.82477733,12.1538927,8.599298386,7.368925688,4.780229259
ACAD11,3.975766318,4.933884282,6.326738779,9.382933097,6.786184157,3.232508571,9.06520637,5.760270077,5.275513293,8.64047811,10.01556642,4.958570901,8.400489631,7.830754667,3.475698738
ACAD8,2.188137609,2.307265128,1.957719856,2.785390342,2.695209694,2.51327518,3.127234794,2.033003755,3.637354572,2.715423228,2.814979023,2.700103129,2.532460073,2.110800632,1.96479112
ACAD9,11.10543603,10.48376705,11.59241239,15.24138135,10.88516674,11.70366329,19.51495813,11.47473133,12.99479062,12.53614679,16.40889987,13.06394361,12.4138202,9.732921856,12.42711374
ACADL,0.025225733,0.0300005,0.060875219,0.23882633,0.050100606,0,0.120446534,0.07577598,0.169058552,0.167244604,0.038062304,0.305939985,0.313262591,0.108033876,0.10351346
ACADM,10.14737396,8.199880672,14.48652649,15.82678935,11.81829135,11.72711905,12.64954594,10.17562762,14.20235961,10.44331722,12.0769573,16.97711489,9.902420701,11.21220925,5.76619474
ACADS,25.11375209,21.60068355,12.60432063,37.28935997,42.2346309,43.69833111,26.57936729,13.35381176,71.64759508,13.0418227,23.49446296,83.24568296,25.92024288,43.87759367,28.74471931
ACADSB,3.966174332,3.625859137,5.592937675,5.708371858,6.294897442,6.004356308,7.830238629,3.447823665,8.861392919,5.421221915,4.777139431,7.012543983,4.4627897,3.912495634,2.922449716
ACADVL,84.85946443,77.33726747,56.07475861,97.53189167,79.70443998,92.46419533,126.2222475,78.48976026,100.484904,94.18389468,89.13227566,126.7846833,91.49320895,98.76768012,106.751906
ACAN,0.407275161,0.473480256,0.513508477,0.015291098,0.486240229,0.196255667,1.491252174,0.456377022,0.061336821,0.700563123,0.773334199,0.009652116,0.653522435,0.126298899,0.760511827
ACAP1,10.82316889,16.96999078,17.29532754,37.94950995,13.52725265,14.42039715,13.09328246,17.7673343,12.76056045,15.97194676,23.55629084,7.455973638,22.82292971,9.422874151,14.22335928
ACAP2,14.34014373,15.16020935,18.30431127,16.04714137,16.05246106,16.98020841,16.1762366,17.24921513,15.02457458,15.95647781,12.80976772,15.03637554,16.43187003,14.70235053,14.54193213
ACAP3,4.68104069,5.934782059,3.312807942,5.034813655,5.330101195,3.397405946,12.20140705,5.208495764,5.126046978,8.095095872,8.527937508,5.060609976,4.968388653,4.2136961,3.863286088
ACAT1,11.36183509,9.440752127,9.536294478,10.18618349,10.62590438,12.76599195,10.80565054,10.06817482,17.70954901,9.848817353,7.512324836,21.8106244,10.33355343,8.195460213,8.726956379
ACAT2,12.94419036,12.91792621,12.30319593,12.02666051,9.741884394,19.88048258,12.1201849,13.18032866,13.08052142,14.72364982,8.874817244,22.14068448,7.357519212,9.33635658,18.960674
ACBD3,22.30004313,24.47043602,26.1584745,17.61740323,20.94639236,26.75409382,22.26963088,28.89438226,19.08138287,28.18386541,22.63423192,21.72383962,17.77207218,16.9456816,23.23075048
ACBD4,1.188623291,2.182918201,2.38058383,4.656256881,4.865962053,2.27748612,3.667760959,2.370633887,3.601559919,2.768158005,5.648838636,2.797018598,4.40814798,3.732263442,1.692193838
ACBD5,4.274415658,5.659323166,6.778315687,7.109573572,9.363133977,7.19337025,5.959951529,4.985855377,6.742224833,6.043736435,6.080311545,6.676698715,7.532241988,9.751296013,4.603985016
ACBD6,9.484048213,8.957015048,11.19876131,9.038401238,8.335263569,8.259448221,8.354524917,9.293295589,8.758847289,8.742463315,11.2491772,7.916048954,7.935740091,6.419592171,6.711736495
ACBD7,0.255360019,0.202463316,0.601567292,0.311516411,0.362263062,0.408746614,0.348365689,0.233776768,0.388664878,0.234530443,0.201826212,0.307779335,0.332216372,0.324037512,0.124746005
ACCS,1.90673637,1.301108648,2.69042002,6.557034918,6.208118582,1.763254418,9.962368517,1.389665578,6.177139399,3.114848127,4.087560424,3.142680302,6.831848503,3.877215761,1.143711214
ACCSL,0,0,0,0.017850577,0,0,0.057391101,0,0.033047817,0,0.048363091,0.016901583,0,0.015252338,0
ACD,4.95876125,5.048143213,4.690898255,7.555770948,6.047010993,5.149959012,4.806398259,4.575959578,5.787614849,5.092821189,9.607037796,4.225510341,7.118619448,5.342238549,5.473668741
ACE,9.820214232,16.96641843,25.255751,112.1466812,137.9135944,12.4675493,15.20019901,17.97608349,14.58455722,13.63926392,49.81655844,8.422168824,58.73524708,131.7416102,12.27343065
ACE2,3.984444678,7.153601463,14.27887966,48.83700542,43.11739993,11.09599728,4.267322536,2.583445012,5.330936893,6.294307811,18.93716094,11.30147606,25.25933517,81.65444599,5.908098596
ACER1,0.09297607,0,0.112185813,0.414238695,0.184658955,0.134711218,1.359558191,0.02792923,0.047931518,0.084057813,0.420865879,0.049027054,0.115461164,0,0.047690759
ACER2,1.933695388,2.455204661,2.192059914,2.153810794,2.412268465,2.209449475,2.751801317,1.670247658,5.392315945,2.048916828,3.063056687,3.193221372,3.161900574,1.840313079,1.736640358
ACER3,5.05331212,3.634610069,4.774782293,3.885139818,4.529266847,6.288001476,4.524055379,4.883183469,6.072205742,5.425211076,3.567108236,7.087782279,4.360474664,4.950726127,5.512817656
ACHE,2.361964895,4.551491917,1.649982259,3.916575254,1.984008428,3.890506685,2.755850636,2.389943208,3.140262251,4.003216138,4.461565901,2.603341894,2.767771718,4.597210107,4.008090502
ACIN1,16.69387692,18.80306772,24.19364359,24.09776719,22.41025586,19.49824913,26.42181016,17.0573015,23.34330509,21.23246274,26.92633798,18.92285026,23.98449896,17.19234008,17.70080159
