Gene,UC4,UC5,CD5,CTR1,CD2,UC3,CD1,UC2,CTR2,UC1,CD6,CTR4,CD3,CTR3,CTR5
DISP3,0.038602398,0.006558446,0.059886028,0.122847332,0.054762774,0.03196015,0.019748223,0.019878576,0.130774804,0.093065757,0.083208467,0.098868917,0.068482718,0.062979781,0.005657301
DIXDC1,7.528413925,8.120666773,5.680405996,7.041289157,6.785657175,2.975893571,8.749458411,6.42639997,7.127275063,10.04481353,9.148949465,6.536021659,9.213393696,7.117589077,4.977277932
DKC1,11.19501493,10.13593822,9.532304914,11.96365019,10.18965682,14.07382979,11.38129673,12.31370467,10.65987714,12.33776572,9.17990107,12.75041743,9.552857922,8.790175099,14.1462128
DKK1,0.172272004,1.485379467,0.337780694,0.215867229,1.176133448,0.324482019,0.179934021,1.371350121,0.13321587,0.311495373,0.942267026,0.136260688,0.24067555,0.30741116,1.944018672
DKK2,0.450692362,0.415400107,0.611785912,0.225897903,0.86154928,0.339559682,1.50635993,0.79876675,0.638944141,0.59761091,1.377071537,0.118826913,0.433757147,0.075062305,0.254293891
DKK3,19.01501612,29.11986012,30.46246058,22.38486227,34.30548499,22.10930863,28.09212253,20.26152947,20.18171466,18.85035883,39.11614115,15.80204844,24.94265201,26.81124283,17.77464054
DKK4,0,0.057358744,0.310370479,0.053719803,0.079823886,0.018634435,0.019190408,0.019317078,0.016575768,0,0.24257439,0.016954629,0.059893497,0.030600415,0.049477525
DKKL1,0.047733492,0.141921411,0.057595687,0.132917665,0.023700767,0.027664051,0.085468286,0.172064875,0.196862591,0.230159462,0.288094174,0.100681068,0.118554474,0.113570848,0.073452657
DLAT,11.97505471,10.17104969,11.02463739,10.43949901,8.904786161,14.74376157,11.50310825,12.88196191,14.38849921,13.44634235,8.735613952,17.601175,8.337167422,9.225088712,13.76485771
DLC1,18.32021844,16.1118827,15.95666531,9.068623637,13.84025455,4.808419131,13.56614816,15.13457371,8.933280763,17.99055447,17.24835476,9.431616643,16.3840464,16.38633222,16.54597537
DLD,22.28733292,16.2407745,20.30935816,21.84288638,19.47420474,25.04454176,26.29270671,16.88552673,28.75637054,24.35034394,14.46117333,36.81787938,20.04311368,22.49556532,21.47930788
DLEC1,0.078366603,0.147566604,0.14971666,0.247313704,0.259405369,0.302783589,0.405362572,0.133397122,0.397266355,0.456586856,0.561663122,0.227278485,0.356834796,0.105657991,0.187586184
DLEU7,0.171556808,0.244835229,0.496804993,0.165607324,0.283939557,0.198852256,0.259394537,0.261106727,0.200468258,0.055147055,0.103542638,0.144741329,0.056812177,0.087078379,0.234660362
DLG1,9.492307513,8.576487784,9.833387116,10.57778306,12.22106906,11.82197121,14.31879234,9.439700818,12.39998574,12.02122783,11.37761004,13.96815457,10.87137258,10.28637919,8.579377077
DLG2,0.301849826,0.308600665,0.502659129,0.585909542,0.617030562,0.069565883,0.577345663,0.203616896,0.384023031,0.434080845,1.3610278,0.266210675,0.922872402,0.540946534,0.14849154
DLG3,5.66023803,5.98730813,4.042292303,5.258918398,6.310916799,8.694402708,7.382770665,4.318454797,9.921186483,6.068656276,4.666058005,11.08945996,4.108877728,5.325578733,9.257638498
DLG4,3.181785505,3.881902068,3.16069823,2.994046033,4.010859102,1.875804121,4.870352665,3.023895254,3.301792644,3.570937918,5.318232434,2.429891071,4.334464443,2.982447241,2.384765375
DLG5,9.549178571,10.57493275,6.164923381,6.854224706,9.178424135,6.543873819,11.13398098,7.214841175,8.851970842,13.14913611,11.87723657,8.148439227,9.119247575,8.443269443,7.144464706
DLGAP1,0.05884998,0.102650826,0.113614316,0.12235806,0.101297238,0.05911817,0.290360328,0.056569725,0.291251088,0.132421569,0.118395811,0.10757789,0.1802692,0.160556233,0.064397363
DLGAP2,0.039681614,0.037754091,0.076608342,0.066297947,0.145800914,0.018398054,0.104208354,0.028608056,0.147289513,0.043050428,0.155673237,0.07951289,0.118267473,0.060424486,0.004070824
DLGAP3,0.128108535,0.175441538,0.177997734,0.263762742,0.088666824,0.143991438,0.152921515,0.177253771,0.132086387,0.074873777,0.275304468,0.13510539,0.149448157,0.059113648,0.147352969
DLGAP4,12.94670808,11.29866831,13.74957598,9.022893107,10.33254172,8.823352568,11.15138288,9.82880749,8.998978488,12.57431928,13.29885664,8.480542981,12.1341182,11.97590409,11.41234016
DLGAP5,3.232332997,4.938370367,5.083359565,4.274482902,2.885262084,5.21999802,1.93642267,5.14939085,1.934712907,4.013129394,1.278657267,2.195977523,1.413179835,1.624529485,3.738215817
DLK1,0,0,0,0,0,0,0.035528156,0.011920889,0.010229181,0.023918642,0.014969668,0,0.012320423,0.004721006,0
DLK2,0.25927088,0.154173045,0.156419358,0.112304915,0.128733904,0,0.12035657,0.138458297,0.178214271,0.225720095,0.369471918,0.091143793,0.089436745,0.178208428,0.206872286
DLL1,7.142937068,8.039351462,3.638359122,9.236150337,9.609038645,8.136167582,11.65377429,6.399912204,10.04049674,10.41290235,9.323313044,5.825740262,7.980260585,8.197575302,7.657358229
DLL3,0.154768287,0.061354359,0.041498864,0.134077836,0.085384426,0,0.041054426,0.08265083,0.053191314,0.020729322,0.337313788,0,0.277617962,0.032732043,0.052924134
DLL4,4.469369213,5.956599308,5.522904276,6.392818911,9.328732855,8.166524916,5.549574073,8.393705289,10.74822255,7.120819136,12.72803431,5.168390489,9.582702655,9.658828675,11.68990439
DLST,24.77598475,28.27661136,22.33800896,30.16902248,26.06438371,30.76923597,26.48835376,23.10073883,32.0738003,26.04267867,26.56392287,32.57662152,23.86070028,27.66982044,30.49801952
DLX1,0.103178858,0.061354359,0.082997729,0.038307953,0.102461311,0.059797535,0.082108852,0.08265083,0.088652189,0.10364661,0.415155432,0.054407069,0.277617962,0.065464086,0.08820689
DLX2,0.017786112,0.042305393,0,0.039621464,0.088312104,0.041231923,0.042462108,0.042742389,0.036676765,0,0.295205874,0,0.04417492,0.084635914,0.036492538
DLX3,0,0.056190406,0.057009105,0.035083725,0.09383755,0,0.563985574,0.037847219,0.162381374,0.07593847,0.023763341,0.066437123,0.136904902,0.089931351,0.04846972
DLX4,0.016570644,0,0.039988594,0,0.049366216,0.153656856,0.059340496,0.199107286,0.068340693,0.099874595,0.175020414,0.017475677,0.144046322,0.173474533,0.016999355
DLX5,0.025919799,0.046238911,0.078187693,0.014435144,0.025739543,0.015021877,0.23205099,0.093433077,0,0.015622383,0.078219117,0.027335451,0.289693593,0.024668077,0
DLX6,0.021855575,0.025992433,0.026371145,0,0,0.050665787,0.052177439,0,0.067602614,0.026345586,0,0,0.027141071,0.020800122,0.022421015
DMAC1,12.88571905,9.743272973,9.313034056,12.78612779,12.56876464,12.18753786,8.764341822,10.21723882,16.55670554,8.673227771,11.05380328,18.79764952,10.01138363,9.742275911,11.35701371
DMAC2,15.31196661,14.64587709,13.6770179,17.99650351,18.16263238,15.03138466,10.45750354,13.15816319,18.89735506,10.18992442,15.33485242,17.56654525,14.52963446,17.31515095,14.62411515
DMAP1,5.793876076,6.890550272,7.546517975,10.83402182,8.573219937,8.450227857,9.755788663,6.500685086,10.56290837,7.562330371,10.68168833,8.174067758,8.719831407,6.68262353,5.884729275
DMBT1,214.4871045,255.4060433,174.7345261,75.47477772,284.2896435,30.8698368,25.65546934,177.5178634,8.751830074,308.4606352,95.29328744,58.88442652,102.5908187,262.2399722,380.0849456
DMBX1,0,0,0,0,0.038306449,0,0,0.030900051,0.013257494,0,0,0,0,0,0
DMC1,0.325819467,0.563623419,0.464616306,0.940261582,0.264725664,0.514989254,0.300534127,0.854168096,0.595523566,0.339198235,0.2905019,0.468565396,0.183915822,0.211421553,0.349442099
DMD,5.449811529,3.838573275,3.199200506,6.038173832,5.403520813,0.996993004,7.800392609,2.789884716,5.652136043,11.29533067,6.384653984,5.734986679,6.020700954,7.142268765,3.021636322
DMGDH,0.099211813,0.073041914,0.267922199,0.342040028,0.351863765,0.049284365,0.355283603,0.317892204,0.263037608,0.353086744,0.491863343,0.189331247,0.516287375,0.46311086,0.116318387
DMKN,0.929555162,4.684334152,2.395302965,0.701944271,1.376813196,1.533998748,23.6400809,5.111338932,0.958418445,2.392981465,1.47389356,1.080018317,1.095660301,0.629761485,0.67883697
DMP1,0.01124258,0,0,0,0,0,0,0.040526117,0,0.013552256,0,0,0,0,0
DMPK,25.71569417,9.536697456,9.195201883,21.7809613,14.43244306,3.140971122,19.96262331,7.787905475,15.72604658,12.33282765,26.60203673,22.43102857,20.23218492,31.71597581,8.362494086
DMRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMRT2,0.110300341,0.012493159,0.07605111,0.198909702,0.00521587,0.584455377,0.313485957,0.025244415,0.601119113,0.082308853,0,0.276963268,0.202201326,0.019994991,0.09698914
DMRT3,0.037595599,0.044711755,0.408268874,0,0.186670722,0,0,0.045173607,0,0.181276971,0.0850902,0,0.256781921,0.089450067,0
DMRTA1,0.03560313,0.084684296,0.429590764,0.793117746,0.671755108,0.061901619,0.233744499,0.149728333,1.284802061,0.107293602,0.376042993,0.525667139,0.751626094,0.559082346,0.420028795
DMRTA2,0.029236054,0,0.011758834,0,0.019355157,0,0.011632901,0.011709686,0.010047951,0,0,0,0.024204284,0.009274727,0
DMRTB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMRTC1,0,0,0,0,0,0,0,0,0,0,0.037069672,0,0,0,0.025203479
DMRTC1B,0,0,0,0,0.027111404,0,0,0,0,0,0,0,0,0,0
DMRTC2,0,0,0.019172508,0,0,0,0,0,0,0,0,0,0,0,0
DMTF1,4.336901649,4.867671276,8.236440331,9.017078144,6.428708345,5.760014672,12.53781402,6.741828441,6.660769032,10.55377297,10.64732833,5.164546974,8.92010997,5.735454267,4.847670197
DMTN,4.546479181,6.662250745,2.706177122,4.408402981,5.321086364,4.481720128,5.790493987,4.402021458,10.55767662,4.024748297,6.216908895,8.455102821,4.725994417,3.341772976,5.351226732
DMWD,11.23583346,11.52098107,8.818947757,10.44511855,10.3580807,8.543533689,14.68377701,11.84837619,10.30745714,12.3793594,14.35524151,9.785306502,10.33789277,7.910868725,9.950681126
DMXL1,6.906607243,7.595191561,10.34301667,9.650962957,8.542044592,7.447521394,10.43924706,9.405246507,9.719786983,10.96731625,11.16101654,9.954557764,9.367738829,7.611674662,7.704872487
DMXL2,12.69539991,9.562174639,20.1374048,10.60854067,14.65917115,10.94828342,16.22173224,12.26579193,9.707765062,14.39321198,11.34374772,8.851889264,11.93036322,12.13952305,11.32022819
DNA2,1.142398055,1.945315431,1.931888264,2.766590673,1.357906301,2.537970731,1.373996703,2.443763348,1.284949361,1.856988272,0.887981082,1.688534201,1.418672659,1.680263303,1.891107287
DNAAF1,0.465780781,0.101744911,0.240863798,0.021175563,0.245430213,0.011018134,1.214114897,1.256394221,0.049004446,0.733349657,0.272514969,0.020049802,0.188873145,0.018093356,0.107268254
DNAAF2,4.550171373,4.128480912,3.404307449,3.928181301,6.235293505,4.648923694,2.889085737,3.888619717,4.249404921,3.367664818,3.881468597,4.900786042,4.43114851,3.172141485,2.965317378
DNAAF3,0.17210921,0.225154951,0.103834307,0.134190459,0.376007048,0.279289566,0.102722278,0.082720255,0.124217318,0.145227141,0.519380194,0.127056463,0.042746332,0.180177455,0.229530554
DNAAF4,0.138209791,0.30819443,0.437758784,0.442584445,0.325965484,0.380474003,0.329958508,0.228343823,0.10687597,0.124952718,0.364945603,0.036439585,0.429085227,0.23018685,0.265847832
DNAAF5,9.000301627,9.654736821,5.968482175,7.743792717,8.603979824,11.18701751,8.875647089,7.72281133,10.1568509,7.899624836,9.412694514,10.90955616,7.968603106,7.876007317,12.73464256
DNAH1,1.497545898,1.468443528,2.423231879,3.877303513,2.580320652,1.457047555,5.274015824,2.219459561,2.574261552,3.652246181,5.364677648,2.138903131,2.897327379,1.852322112,1.248871446
DNAH10,0.045687914,0.06112777,0.044791071,0.085874574,0.102082909,0.043027614,0.040902807,0.041172795,0.088324786,0.048189788,0.090479859,0.111423726,0.099289682,0.100551075,0.067375534
DNAH11,0.041285898,0.052607742,0.074723937,0.085401704,0.099568465,0.034181905,0.070403496,0.113389135,0.069932899,0.13863853,0.244730258,0.090191645,0.150148951,0.134715817,0.054455186
DNAH12,0.005801133,0.017247952,0.101495683,0.061384102,0.046086316,0.040344713,0.121182914,0.048793123,0.023925047,0.045453969,0.048142294,0.042825798,0.03602032,0.057970329,0.014878045
DNAH14,0.29187193,0.182693641,0.398514328,0.160409281,0.297469561,0.267086878,0.39883064,0.327630894,0.453381944,0.361092921,0.553392649,0.360465208,0.360072897,0.277776806,0.271844699
DNAH17,0.142464094,0.144721396,0.157573656,0.023140978,0.055999864,0.395625783,0.386172378,0.02853001,0.030601603,0.053666229,0.017913294,0.015650521,0.117944829,0.033896049,0.024358313
DNAH2,0.064613319,0.130918441,0.075075527,0.021323955,0.099810624,0.074893584,0.131403413,0.143772576,0.123369638,0.095195816,0.064995318,0.030285458,0.020802765,0.036440298,0.292144887
DNAH3,0.083392761,0.132236637,0.083852084,0.142424407,0.18494862,0.30609291,0.202407901,0.040080775,0.232151832,0.06366582,0.050331471,0.205210581,0.113916277,0.177249719,0.145435463
DNAH5,0.099424596,0.090295299,0.078523635,0.062418356,0.061035043,0.041906723,0.075524823,0.139014109,0.044732419,0.180865141,0.03000372,0.080070962,0.035918308,0.086021062,0.254064949
DNAH6,0.181681195,0.065164,0.173982748,0.34048249,0.174690166,0.140391652,0.512915973,0.086627783,0.454926103,0.201624386,0.26107901,0.231141342,0.200549785,0.139972673,0.02958438
DNAH7,0.265112003,0.142266277,0.335490898,0.381716464,0.247215363,0.288555149,0.509424697,0.128196816,0.673359366,0.452084027,0.317088267,0.82513596,0.425584839,0.566157172,0.288554488
DNAH8,0.200739674,0.162218053,0.338479103,0.547509258,0.048558069,0.199864646,0.485384859,0.538066088,0.087565403,0.195445104,0.221342466,0.04885463,0.178974593,0.026942317,0.060723877
DNAH9,0.044627501,0.059709,0.037020478,0.071454554,0.069245537,0.10992186,0.163143281,0.06702863,0.069019821,0.127764976,0.046294196,0.094129809,0.090057664,0.069017558,0.165960075
DNAI1,0,0,0.006658483,0,0.016439894,0,0.006587173,0,0,0.01330406,0.008326449,0.017459203,0,0,0.01132222
DNAI2,0,0,0.047316648,0.014559466,0.051922446,0,0.078016505,0,0.040432185,0.031513859,0.078892775,0.027570876,0.097396187,0.062201322,0.013409698
DNAJA1,50.51643062,42.18738396,57.37297039,31.21899351,42.5849909,50.62072035,38.45328716,43.05598788,33.9923146,41.06503869,36.77838987,35.98129169,45.56410941,52.51726124,54.28696554
DNAJA2,22.89618854,24.99149441,28.79477265,28.33277837,26.04803739,27.47409661,25.6136787,23.26262916,27.26672017,21.89523084,23.00450411,27.01084271,25.46144998,27.27968783,27.07458977
DNAJA3,15.21703303,16.08652226,11.39957884,17.80823471,15.99490409,19.1165701,13.49050227,18.15952845,22.17331472,13.80211232,16.94063864,22.35164342,15.10293032,15.15969818,18.36466173
DNAJA4,11.71523097,7.38204219,5.468134483,6.537821202,7.827652387,9.681449601,9.91275421,5.532172504,12.75005175,9.443730426,6.437824437,10.81704807,7.378978644,9.038876633,10.39857017
DNAJB1,31.74348945,40.68097873,25.87271592,19.67054012,26.3983475,27.48223225,27.32222487,23.4041948,32.82991221,18.87325428,28.54928754,30.57063086,26.0576612,23.10435706,35.34197432
DNAJB11,27.91723349,26.86089726,28.21720315,15.89844622,15.11293227,31.06687649,20.62528485,40.6784191,13.04278692,32.98067017,18.72152135,21.69812463,17.81584191,19.99597791,34.63092222
DNAJB12,11.27867972,12.8993412,11.6583445,13.03364408,12.21759873,12.15804585,12.68908039,11.69996423,12.41384002,10.55938355,12.80607512,10.88363497,11.75360882,11.3869935,12.73716798
DNAJB13,0.037236895,0.022142577,0.022465196,0.041475626,0.036977935,0,0.033336903,0.0447426,0.08638453,0.078551981,0.337113378,0.039270648,0.080923797,0.13289492,0
DNAJB14,6.659199011,6.25354516,8.959842121,7.438217631,8.521891896,8.104642399,9.38881936,8.280766087,6.580968822,9.776603576,6.796519406,8.01008342,8.65972003,7.617092121,6.850818063
DNAJB2,12.28665878,17.61680769,11.44637624,16.48786541,15.76787573,16.27602351,14.04876568,12.26409188,18.47397493,12.73168891,22.33552797,15.05491684,16.1777985,12.43681483,11.69900714
DNAJB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB4,9.398395532,8.536610937,12.30842069,5.668760154,9.671426108,4.854395354,10.45770654,6.973796766,6.006804117,10.14990571,9.288100531,7.187434542,10.04685563,7.228851482,5.976631976
DNAJB5,9.415034694,5.630016419,7.530965907,7.511585153,5.646503208,2.37572514,6.676868518,3.431969684,4.131089044,8.272845687,10.47496333,7.014626078,8.571901619,10.03006861,4.897136098
DNAJB6,23.67156955,23.81378304,18.9912832,20.13851544,22.84112474,24.44771763,25.00078503,23.44530251,24.51204028,24.31542008,22.53120541,18.04917543,26.51730042,25.32959973,27.79310555
DNAJB7,0,0,0.115079667,0.177051692,0.15785189,0.018424816,0,0,0.114725149,0.019161356,0.239845664,0.150875149,0.118439506,0.423586662,0
DNAJB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB9,22.52403,26.00011432,34.1913117,14.47728945,18.74371159,35.74603044,19.52413764,54.94306706,12.55229774,32.38700931,32.79202423,18.2541361,25.50490703,14.56746147,14.99040994
DNAJC1,14.56641963,16.72255301,18.00641295,9.883722878,13.99278854,16.31545855,11.67463094,24.12847372,10.11464567,17.11101403,16.61866854,10.58096124,13.9175513,10.49625318,11.86313244
DNAJC10,23.00481895,16.99457833,24.69047049,18.48808865,21.7518937,20.18940288,19.85642475,26.26906903,10.12657746,26.35375813,17.37366929,13.48689108,16.81708449,13.97541417,16.51263109
DNAJC11,15.82919714,13.68983498,12.23759672,17.49244911,15.27423401,18.2034496,19.94978938,12.35092785,25.44336144,15.510934,12.99358967,25.40807361,11.99218285,11.97365067,18.4345275
DNAJC12,4.405827565,2.143542151,2.416415243,1.059541355,2.262170907,3.510934783,4.183438504,1.77465771,2.348746883,5.280785305,1.624181503,2.191227802,1.865223258,1.548573545,1.797653186
DNAJC13,17.10366473,15.43884329,20.43074748,17.73285914,17.9203405,17.4794484,19.71351222,17.96540486,16.44805589,21.91450314,15.48430446,17.84585736,16.33383682,16.48148154,18.21066792
DNAJC14,12.20761842,14.84027444,11.81949968,17.21584726,14.12688144,16.00422671,12.08953605,15.45195109,13.56366252,10.41362706,17.32416033,13.40646271,14.97649181,13.77305389,14.27824795
DNAJC15,8.75384271,12.93886665,17.29537677,15.01185327,13.69178637,17.9319654,13.69164373,15.71540321,14.90070216,12.6697975,14.23299119,10.4929729,14.28059317,17.111772,14.75013663
DNAJC16,7.690774788,7.733166494,6.737808,7.460664828,7.013700988,7.763912033,7.987494093,7.334365706,8.883355468,8.253344238,8.822984954,9.22881586,7.102226591,6.490398981,6.926907857
DNAJC17,1.97706681,2.597927928,2.452276264,3.187683109,3.281348831,2.467905881,3.53174718,1.96026631,3.050556534,2.749887246,4.193075113,2.609954573,3.674208734,3.22370315,2.538816895
DNAJC18,2.562204184,3.26688512,2.616697798,3.453264511,2.432719772,2.029561009,2.981768811,2.074957824,2.799108608,2.49797676,3.514571053,1.897429641,3.890025103,2.889472091,1.532600765
DNAJC19,7.24190668,7.038627402,6.689207261,10.62521623,9.249812952,7.496822951,7.929158304,7.771457047,8.084712319,6.381700549,9.231500284,9.533625899,8.373045173,7.985421686,5.251723203
DNAJC2,4.366776748,4.276857764,6.240142444,4.978297013,5.220695659,4.962304172,7.33847439,5.432159286,5.544092318,7.369442921,4.547626131,5.327671442,4.168133534,4.286276749,4.550023226
DNAJC21,3.441872732,3.782396586,4.898700228,4.071946553,3.653981925,4.386234771,4.51710135,3.575842117,3.744808351,5.512859803,3.837614093,4.211435337,4.581236441,3.922644855,3.165147686
DNAJC22,3.412664522,3.486526565,3.953481459,4.427915769,8.652591054,6.61727163,4.539523841,2.290196824,6.55999891,3.282257444,4.327570106,8.4137429,3.448989903,6.962167149,5.204878564
DNAJC24,3.059780489,2.745450772,4.136973375,3.21028948,3.241972645,3.546605106,4.614442236,3.692942378,2.394259231,5.153855343,3.854207888,3.082837515,3.867602599,3.523020698,2.606443035
DNAJC25,2.511511999,3.481129466,2.049344934,2.314396613,2.153133191,2.659786284,2.803847153,3.126300426,2.142388823,3.876913345,2.535447851,2.743958625,2.019424916,1.702390954,3.410604187
DNAJC25-GNG10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC27,1.044363142,1.624208612,1.415232494,1.771710919,1.404074151,1.052226394,2.42615884,1.505845941,1.706300039,1.810903987,2.290979825,1.474185182,2.015228503,1.544412132,0.9395201
DNAJC28,0.128730481,0.612387173,0.776637124,0.860304369,1.384881741,1.069353166,0.742708961,0.644492562,0.774244593,0.336216581,0.485593289,0.339403259,0.692736757,0.837177693,0.330152386
DNAJC3,32.9718415,30.08956346,31.80992812,19.91698496,27.33611843,36.45754794,25.95926932,42.07008035,20.70806586,38.76876337,25.53171319,28.95505366,24.54652841,25.16991497,32.61178885
DNAJC30,5.90268709,5.53903473,7.336881311,8.483934201,5.636807527,6.073296319,4.594353201,5.984878993,7.720010381,4.503130275,8.369553573,5.935137026,5.924390224,4.95583022,5.889498163
DNAJC4,9.567831531,15.18201837,14.03404626,16.14341508,13.47083594,14.85657032,15.70002384,12.61193663,17.28355052,9.668200176,17.27721975,12.04863771,14.02744144,10.57841331,8.571911156
DNAJC5,20.79685514,21.36580314,14.77125295,23.65404882,22.31541172,23.22585384,17.94270659,21.14492735,25.79076481,18.54058056,21.41674386,25.04598459,19.05550964,22.53321089,28.70199812
DNAJC5B,0.337873287,0.631441623,1.20363,1.809986868,0.495296716,0.5781211,0.825835492,0.483306161,0.381542038,0.426680581,0.534082712,0.644781797,0.899107913,0.81154776,0.44564739
DNAJC5G,0,0,0,0,0,0,0,0.023890942,0,0.023967964,0,0.020969116,0,0,0
DNAJC6,0.797538286,0.809693088,0.743253197,0.801657566,0.779113971,0.375784617,1.021670576,0.934922121,1.196683923,1.141155741,2.054551352,0.93683176,1.554062503,0.789878058,0.691787657
DNAJC7,15.62624583,15.90075449,21.6981179,17.4980794,15.60055639,19.77840874,20.38846185,17.99280245,16.30099726,18.21197756,16.44151806,14.52328509,15.54495979,12.23131166,18.99659845
DNAJC8,30.06689397,31.56092561,40.95745116,35.71346298,31.35645073,33.63964273,29.51609714,29.96200275,28.48693703,26.19631964,26.97495939,31.24381671,32.8691439,28.23925939,29.98731409
DNAJC9,8.901007816,7.975324866,9.342792838,12.22433284,8.615983588,11.17863347,8.912637147,11.48430837,8.054718827,8.021181019,9.205723692,8.78564399,7.383378622,6.875620318,8.794409227
DNAL1,2.402856601,1.770092701,2.054850549,1.210865856,1.617019451,1.800890977,1.826774724,2.124748812,1.74144271,2.255332778,1.964156573,1.894418662,1.871491637,1.549707385,1.747054808
DNAL4,6.228177452,6.653241386,5.253834373,6.44601514,8.620496604,8.432940377,6.019967605,6.523287591,11.9907124,6.112459525,10.4786264,8.195892557,5.715230543,7.317460609,6.304497003
DNALI1,1.779014097,1.747792446,2.109243621,2.239981281,2.550109503,1.237237868,2.271314043,1.338325664,2.536055011,2.554746135,2.194121532,1.664088158,1.863451214,1.69310168,1.285463083
DNASE1,0.603729933,1.391749237,2.744222331,7.714790764,4.820889113,1.413951239,1.722684735,1.048383238,2.246883032,1.530290432,4.704489196,1.020470183,4.149215174,6.461995583,0.725402427
DNASE1L1,4.737138444,5.884851872,5.736253856,5.887718491,5.836219914,5.901916927,5.463148783,5.499209476,5.798390254,4.875670678,5.070929409,5.930919843,5.714976674,4.500335527,6.453607216
DNASE1L2,0.082911893,0.197211179,0.10004228,0.115437345,0.102919113,0.168181198,1.088679487,0.373590529,0.29920226,0.249863301,0.719342882,0.218600649,0.283148501,0.256450672,0.106321203
DNASE1L3,3.38954374,23.82438419,10.38547649,68.21136935,16.67857791,65.77488062,16.36606465,7.962477991,25.01328116,8.952235162,7.298039905,8.394447773,27.57303262,45.45193989,26.99742381
DNASE2,21.16306448,31.43071574,31.49467239,27.43636404,30.2572044,33.40081467,22.58239807,29.84270169,28.448311,19.43446209,26.91302459,18.27267368,25.08994662,16.83924236,19.76354441
DNASE2B,0.034378526,0.143100121,0,0.057437827,0.017069722,0.059772452,0.082074411,0.02065404,0.088615003,0.041441254,0.025936331,0.108768494,0.02134627,0.016359157,0.052901934
DND1,0.357896969,0.486446039,0.154229248,0.484059106,0.304635438,0.474102813,0.518763524,0.184301554,0.28993635,0.493055267,1.157184257,0.916649934,0.60318194,0.291954304,0.314705456
DNER,1.11465436,1.936325069,0.528913934,1.604233349,0.634292507,0.217752944,0.971748983,0.677189923,1.381700728,1.539912409,2.210992915,1.20194948,1.446431612,1.09658346,4.085736676
DNHD1,0.506980765,0.758340556,0.942817625,1.854166254,0.993934394,0.536149102,2.533006518,0.885496036,1.07508461,1.672745646,2.125346746,0.757908985,1.363024891,0.733694764,0.753336679
DNLZ,10.2722667,8.427506454,8.218889032,7.648110967,17.34686475,20.69334055,4.131005327,14.25693572,19.65323971,6.687929528,10.44351036,8.631883248,18.96418658,13.4880149,8.452963228
DNM1,4.999053157,6.543131576,6.537372105,5.049657448,5.713090934,4.067966646,8.556471733,5.715867198,4.232841974,6.452484179,9.270617899,3.936882482,6.647311912,4.828515419,2.931871186
DNM1L,13.48950128,10.63936088,13.2804837,11.13146891,9.460924607,12.26772862,14.55718588,13.02395665,11.12124001,16.96131571,10.48251297,13.83623744,10.14728477,11.22911625,13.72106883
DNM2,64.4682021,84.17654661,57.15191975,73.22221442,69.44219526,102.6631326,76.27350785,72.72653935,112.7302453,67.054018,58.32215749,100.6776809,63.2206843,62.18512224,98.15455013
DNM3,0.129567318,0.221426361,0.377048447,0.238909942,0.324368711,0.148920018,0.46138916,0.232871463,0.236870491,0.366183141,0.446857127,0.175684946,0.405634146,0.164759052,0.141855203
DNMBP,6.194471496,7.851241937,8.579793565,8.968909618,10.96332845,9.303962218,9.903570802,6.250465136,12.60569167,7.644997674,8.739915213,10.21520481,9.898518116,12.74010714,8.359841692
DNMT1,14.53423716,15.60936669,15.71017431,22.66750682,14.51504001,19.07960298,14.19084126,16.2029226,14.70730904,16.37262298,15.86804346,12.3715292,15.74065444,13.17604229,19.17033723
DNMT3A,5.750653466,5.736058285,6.176365395,7.99365974,7.126812989,5.462841945,8.310727811,5.795309207,8.505315385,7.414238362,11.42352087,6.174780284,8.61716522,6.885314182,4.24616414
DNMT3B,0.575301986,0.884191847,0.6834854,0.857672048,0.764664558,0.810461094,0.919162493,1.148560913,0.967316015,1.077580006,1.44230646,0.784072842,0.615510247,0.598059669,0.417670102
DNMT3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNPEP,14.1491406,13.16823414,11.97218088,15.09311938,17.28250534,17.01818932,14.72402192,12.30418958,16.84472928,12.58058868,13.54608024,18.05818458,16.10765574,20.81732906,15.98303211
DNPH1,16.20212981,17.55133336,18.02488092,28.50231959,25.00812032,22.59872669,13.6297756,16.70229446,23.45244855,13.76397308,19.74817347,27.70098759,19.27972545,26.50125702,20.23262054
DNTT,0,0.023890104,0.024238185,0.044748947,0.119688874,0.02328391,0.023978602,0,0,0.024214693,0.090929724,0,0.099783349,0,0
DNTTIP1,17.40946532,14.9357392,14.6147277,15.34723156,13.94892561,14.52226064,13.28592189,13.69544353,16.3237974,11.73067369,12.52809526,14.90794514,11.97400186,9.941234875,19.84430825
DNTTIP2,11.60726139,8.253934449,14.49589483,10.2791061,10.09132868,9.964007799,12.18416035,10.02150418,6.379655167,13.21150825,6.860149911,10.47885742,8.656077205,8.238476028,10.74923771
