Gene,PC_1 prostate tumor,PC_1 matched normal tissue,PC_2 prostate tumor,PC_2 matched normal tissue,PC_3 prostate tumor,PC_3 matched normal tissue,PC_4 prostate tumor,PC_4 matched normal tissue,PC_5 prostate tumor,PC_5 matched normal tissue,PC_6 prostate tumor,PC_6 matched normal tissue,PC_7 prostate tumor,PC_7 matched normal tissue,PC_8 prostate tumor,PC_8 matched normal tissue,PC_9 matched normal tissue,PC_9 prostate tumor,PC_10 matched normal tissue,PC_10 prostate tumor
LINC00494,0.0122,0.0646,0.072,0,0.1015,0.0788,0,0,0,0.0597,0.0888,0.0115,0.0412,0.2202,0,0.022,0,0.1148,0.1188,0.0894
CLEC5A,0.0623,0.1543,0.0527,0.5132,0.3743,0.2369,0.6405,0.5926,0.251,0.0856,0.2332,0.1774,0.4096,0.2201,0.032,0.0846,0.1574,0.4011,0.7191,0.3139
TMOD4,0.1329,0.2498,0.1123,0.3859,0.6651,0.1005,0.1964,0.0894,0.1115,0.3587,0.1668,0.1261,0.4817,0.22,0.2275,1.2174,0.1291,0.1425,0.0442,0.0697
C18orf54,0.3891,0.1508,0.1921,0.0923,0.7391,0.3513,0.3062,0.2824,0.4024,0.4034,0.1476,0.3111,0.2747,0.22,0.2545,0.3164,0.5902,0.4502,0.3337,0.3763
MMP13,0,0,0.2239,0,0.1607,0.0277,0,0.2305,0,0.2522,0.2565,0.3961,0.0931,0.2198,0,0,0.2184,0.0689,0.1283,0.0674
ENPP3,2.7693,0.4276,1.3716,1.0354,0.6221,2.2613,1.4447,2.0631,1.5561,1.0304,1.2921,1.3431,0.7143,0.2195,2.2047,2.2993,3.4005,2.8088,0.2329,2.1382
RAD51,0.725,0.2194,0.3225,1.1885,0.9124,0.1648,0.1041,0.1712,0.8141,0.4027,0.4092,0.4978,0.8392,0.219,0.4328,0.5092,0.8246,0.9823,0.2879,0.6608
ZNF224,0.5484,0.4928,0.2616,0.2428,0.5607,0.1987,0.6033,0.1904,0.2544,0.3907,0.2664,0.4279,0.4275,0.2187,0.2347,0.2561,0.1374,0.3187,0.0628,0.1207
ZBED3-AS1,0.1522,0.3366,0.1769,0.2009,0.3175,0.5261,0.4673,0.0683,0.2737,0.3176,0.8337,0.5958,0.5519,0.2184,0.0977,0.8609,0.3512,0.3103,0.6419,0.3795
DLK1,0,0,0.1161,0,0.0611,0.0475,0,0.6407,0.0527,0,0.0251,0.2606,0.0266,0.2183,0.047,0.1243,0.0934,0.7542,0,0.1153
MORC2-AS1,0.4528,0.0455,0.0783,0,0.206,0.0711,0.6552,0.277,0.6118,0.4041,0.1878,0.2246,0.2586,0.2181,0.229,0.2421,0.6497,0.3709,0.2192,0.1728
RGPD8,0.2407,0.3406,0.2543,0.0953,0.1272,0.3951,0.1149,0.081,0.0865,0.1359,0.1098,0.0856,0.1571,0.2178,0.0309,0.1416,0.0643,0.0826,0,0.0126
KIAA0125,0.08,0.099,0.0386,0.0193,0.3735,0.1303,0.0249,0.0369,0.0285,0.0179,0.0459,0.1517,0.0309,0.2178,0.0039,0.0434,0.1021,0.1411,0,0.2062
CRISP2,0.0461,0.2176,1.0398,0.0649,0.0513,0.9965,0.3217,2.2213,0.2064,1.6304,2.3299,1.6779,0.0892,0.2173,0,0.1391,2.5242,0.4355,0,0.0646
LOC100129726,0.4785,0.2517,0,0.2185,0.1438,0.0223,0.2588,0.1044,0.4588,0.2031,0.0472,0.1472,0.075,0.217,0,0.117,0.0502,0.2663,0,0.4615
LOC283299,0.0088,0.2949,0.2447,0,0.0488,0.0531,0.008,0.0787,0.0252,0.2067,0.0881,0.1831,0.1018,0.2169,0,0.0953,0.1875,0.0075,0.0779,0.1842
IGSF11,0.0123,0.2063,0.4618,0.0972,0.3073,0.0796,0.0503,0.0771,0.1177,0.2712,0.5323,0.2039,0.2196,0.2168,0.0473,0.3166,0.3757,0.1844,0.4251,0.1675
IL5RA,0.1091,0.4021,0.5457,0.096,0.1416,0.4007,0.0993,0.4487,0.1657,0.491,2.8715,0.5867,0.0703,0.2168,0,0.1975,0.2826,0.437,0.2744,0.2672
SMG1P1,0.4208,0.1861,0.2853,0.3934,0.4046,0.2083,0.4266,0.1534,0.6346,0.327,0.292,0.6113,0.1356,0.2167,0.1988,0.3411,0.0085,0.0602,0.1245,0.391
LOC100289656,0,0.0434,0.1244,0,0,0.1272,0,0.0881,0,0.3372,0,0.0466,0.0474,0.2167,0.042,0.0444,0.2383,0,0,0
ERVW-1,0.5267,0.1404,0.1463,0.1066,0.1605,0.1808,0.3609,0.233,0.5326,0.3541,0.1712,0.3491,0.3208,0.2166,0.2099,0.2741,0.2242,0.1424,0.1281,0.2347
SYS1-DBNDD2,0.2124,0.2023,0.3176,0.2415,0.0545,0.1976,0.2229,0.0586,0.2507,0.0962,0.2684,0.2325,0.2685,0.2164,0.028,0.0887,0.3491,0.0841,0.029,0.3601
SLC25A21,0.434,0.3642,0.3621,0.2174,0.4455,0.3028,0.3947,0.1597,0.7682,0.3987,0.589,0.3695,0.2635,0.2162,0.3953,0.3775,0.2702,0.2769,0.4544,0.438
ERVFRD-1,0.0662,0.3337,0.6433,0.1747,0.1178,0.2116,0.2288,0.1069,0.3681,0.3184,0.1691,0.2637,0.1408,0.2162,0.1586,0.2635,0.4307,0.301,0.094,0.1598
SLC22A2,0.0699,0.1701,0.1182,0,0.1556,0.1284,0.0477,0.0157,0.3185,0.2317,0.5186,0.4313,0.0676,0.2161,0.015,0.1503,0,0.3901,0.0776,0.3854
KCNK13,0.2617,0.1543,0.3834,0.0553,0.0388,0.0754,0.4762,0.1565,0.2008,0.1799,0.0717,0.1987,0.5398,0.2157,0.1045,0.0947,0.3051,0.2695,0.2323,0.1648
NAPSA,0.8552,0.3242,0.2323,0.0967,0.2038,0.2375,0.1389,0.411,0.205,0.5847,0.4878,0.2028,0.251,0.2157,0.183,0.2625,0.7119,0.4324,0.1084,0.1443
UCA1,0,0,0.3993,0.1609,0.2373,0.1448,0,0.7383,0,0.2693,0.0835,0,0.5156,0.2153,0.3131,0.1655,0.3996,0.34,0,0.032
KIAA1875,0.8792,0.5048,0.2216,0.5309,0.6416,0.1972,0.4461,0.1245,0.5235,0.4966,0.2618,0.2458,0.2833,0.2152,0.0607,0.2177,0.2487,0.1853,0.2245,0.3691
UPB1,0.0608,0.1076,0.3768,0.0214,0.2029,0.1664,0.1198,0.0182,0.2138,0.1094,0.0185,0.1538,0.2253,0.2148,0.0434,0.2751,0.0787,0.1217,0,0.0425
GUSBP5,0.0552,0.0977,0.056,0.1982,0.0982,0.3052,0.1004,0.317,0.7622,0.2276,0.1814,0.2724,0.2028,0.2145,0.2552,0.1998,0.0643,0.1421,0,0
TMEM171,0,0.1688,0.2639,0.0367,0.135,0.2398,0.0316,0.4513,0.1164,0.1362,0.0317,0,0.0671,0.2144,0.1485,0.1569,0.0337,0.0893,0.0309,0
PTPRN,0,0.0204,0.459,0.0244,0,0.0499,0.1261,0.622,0.0776,0.034,0.0844,0.0274,0.0447,0.2143,0.0297,0.0418,0.3479,0.1586,0.1128,0.0485
C3orf72,0.0647,0.0238,0.1093,0,0.0719,0.0093,0.0098,0.7204,0.248,0.0317,0.3,0.0562,0.0208,0.2141,0,0.0049,0.1256,0.3145,0,0.1075
RNF186,0,0,0.4977,0.1097,0.6934,0.2394,0.063,2.051,0.1661,0.068,0.2213,0.0986,0,0.2141,0.0296,0,0.8579,1.9617,0.123,0.5453
NPTX1,0.202,0.3572,1.997,0.1621,0.4043,0.5932,2.2227,0.0254,0.8675,1.8477,1.4524,0.2606,0.5896,0.214,0.1867,0.4166,0.5061,0.2495,0.0717,3.9764
IGFL2,0.097,0.1072,0,0,0.4852,0,0,0.0217,0.1627,0.0952,0,0,0,0.214,0,0.0219,0,0.0832,0,0.2984
TMED11P,0.8462,0,0,1.5741,0,0,1.4294,0,2.125,0.2769,0,0,0,0.2135,0.4828,0.0365,0,0.0692,0.2146,0.2537
TTLL6,0.2798,0.18,0.172,0.0738,0.2546,0.0989,0.0463,0.3194,0.2865,0.2871,0.2321,0.0724,0.2458,0.2133,0.0163,0.023,0.7287,0.1964,0.0451,0.2269
XCL1,0.3856,0.27,0.3802,0.1187,0.8397,0.4025,0.3361,1.643,0.4929,0.5993,0.4399,0.5335,0.2019,0.2128,0.3163,0.3198,1.7163,1.5164,0.3137,0.9442
XKR9,0.4817,0.493,0.1047,0.2107,0.8955,0.3805,0.626,0.3334,0.6665,0.6148,0.3203,0.2873,0.2994,0.2127,0.1708,0.1743,0.3075,0.5138,0.0733,0.1734
DNM1P41,0.3,0.5132,0.1081,0.0779,0.1367,0.2804,0.1073,0.0485,0.0896,0.2655,0.1301,0.2239,0.2139,0.2127,0.021,0.0267,0.0478,0.0464,0,0.4232
TMEM132B,0.2202,0.3383,0.4017,0.049,0.2449,0.5533,0.2636,0.0936,0.0806,0.3357,0.3068,0.6764,0.1933,0.2124,0.0893,0.2124,0.2139,0.0647,0.2521,0.219
GH1,0,0.2836,0.2258,0.0564,0,0.1385,0,0.2397,0,0.1049,0,0.1014,0.1033,0.2123,0,0.1692,0.1038,0,0,0
XCR1,0.128,0.3254,0.2433,0.0338,0.587,0.4146,0.3346,0.1578,0.092,0.2355,0.0641,0.0607,0.1546,0.2118,0.0274,0.0579,0,0.0412,0,0.1343
KRT9,0,0.0848,0.0324,0.081,0.064,0.1988,0,0,0,0.0377,0,0.3548,0.1298,0.2117,0,0.2169,0.0186,0.1563,0.3575,0
C6orf164,0.5356,0.187,0.2263,0.0595,0.0314,0.3288,0.2564,0.0759,0.2162,0.2214,0.1415,0.4547,0.327,0.2116,0.0845,0.0893,0.1232,0.3629,0.2127,0.4142
SV2B,0.1952,1.8977,0.6126,0.1531,0.3612,4.5675,0.7578,0.7457,0.3948,1.5977,0.7568,1.1315,0.1551,0.2116,0.2796,4.0504,0.1952,0.199,7.4516,0.3834
FLJ31662,0.2631,0.2256,0.0741,0.0589,0.1418,0.0964,0.0943,0.0715,0.214,0.2426,0.1455,0.1664,0.1156,0.2111,0.0205,0.0288,0.1316,0.1163,0.1415,0.0753
DNAH7,0.3398,0.2379,0.4532,0.3102,0.0453,0.4022,0.1706,0.0603,0.185,0.4274,0.2278,0.3728,0.207,0.211,0.2136,0.189,0.2303,0.1914,0.3299,0.4551
ABCD2,0.0082,0.08,0.1459,0,0.2469,0.0426,0.1197,0.0664,0.0907,0.1776,0.0976,0.0663,0.159,0.2106,0.0493,0.0893,0.3674,0.2681,0.146,0.0432
TMEM63C,0.1172,0.1072,0.1708,0.0597,0.036,0.0943,0.1323,0.145,0.0697,0.0476,0.3356,0.0959,0.125,0.2105,0.0069,0.0731,0.0236,0.0485,0.1327,0.0594
ALOX12P2,1.5074,1.4806,0.865,0,0.0882,0.5072,0.0577,0.5979,2.3582,1.2461,0.4996,0.4817,0.2147,0.2102,0.0204,1.0839,0.6627,0.1634,1,0.5329
RBM14-RBM4,0.1225,0.3129,0.3217,0.3448,0.5557,0.1411,0.7358,0.1494,0.5703,0.327,1.216,0.7223,0.1447,0.2101,0.3258,0,0.0529,0.1633,0.9715,0
HTATSF1P2,0.2569,0.5134,1.4193,0.4169,0.8889,1.0892,4.3187,0.8707,0.1688,0.3269,0.3995,0.2573,0.3771,0.21,0.0977,0.2841,0.998,0.543,0.2703,0.3296
GRB14,0.1006,0.1536,0.2936,0.6661,0.1627,0.1501,0.2162,0.0164,0.3682,0.5475,0.5007,0.1822,0.1149,0.2099,0.1409,0.2647,0.3108,0.2981,0.1867,0.1151
MSH5-SAPCD1,0.9011,0.3341,0.1733,0.5298,0.072,0.1492,0.1767,0.0775,0.4863,0.482,0.0689,0.1638,0.3182,0.2096,0.1293,0.1562,0.152,0.3241,0.3209,0.3851
EN1,0,0,0.0125,1.8083,0,0,0,0.0532,0,0.0582,0,0,0.0143,0.2095,0.0254,0.0402,0.216,0.0382,0.0263,0.0389
OR8D1,0,0.2095,0,0,0,0.2661,0,0,0,0,0,0,0.0916,0.2092,0,0.0643,0,0,0,0
SH3GL1P2,0.2804,0.2015,0,0,0,0.0151,0,0.0314,0.0168,0.0172,0.096,0.1164,0.2287,0.2089,0.03,0,0,0,0.0933,0.0184
B3GNT6,1.6361,0.1548,0.207,1.2378,0.3016,0.257,0.1512,0.2433,4.5553,0.6613,0.8704,0.1577,0.8288,0.2086,0.0225,0.2771,0.2209,0.2327,0.0544,0.1194
FBXO15,0.522,0.2748,0.4201,0.1312,0.5529,0.408,0.3278,0.6913,0.4052,1.0492,0.5331,0.7311,0.5166,0.2085,0.2872,0.2924,0.5311,0.4053,0.2648,0.5218
FOXN1,0.3908,0.2305,0.8052,0.2149,0.0724,0.3447,0.7851,2.6736,0.1718,0.8393,0.4162,0.703,0.3621,0.2085,0.4948,0.1768,1.0123,0.6428,0.1301,0.4529
C14orf105,0.3235,0.1701,0.1108,0.0277,0.0972,0.0151,0.0795,0.1255,0.1341,0.1459,0.0718,0.1327,0.3296,0.2084,0.1272,0.2847,0.1104,0.12,0.2949,0.0367
LOC399753,1.5488,2.0412,0.4074,0.2707,0.9696,0.8596,0.7464,0.8006,0.6294,1.0673,0.7302,1.0023,0.585,0.2083,0.3512,0.4826,0.3287,1.0914,0.783,1.1842
KHDC1L,0.741,0.2681,0,0.0356,0,0.1164,0,0,0.1938,0.1323,0,0.1598,0.1302,0.2082,0,0.2438,0.0654,0.1156,0.3887,0
AMHR2,0.224,0.2815,0.0598,0.1493,0.4457,0.024,0.0858,0.0423,0.0791,0.0116,0.1183,0.1566,0.1139,0.2082,0.0908,0.128,0,0.2428,0.0628,0.2722
SNTN,0.2769,0.2204,0.5617,0.307,0.0308,0.1077,0.2645,0.2609,0.1195,0.3398,0.2527,0.0131,0.2275,0.2078,0.3081,0.1378,0,0.202,0,0.0727
E2F8,0.2351,0.052,0.0397,0.2669,0.4772,0.1016,0.0107,0.1318,0.2818,0.0462,0.1341,0.0613,0.0568,0.2076,0.0402,0.0425,0.3882,0.6456,0,0.0617
CLEC3A,0,3.572,2.1746,0,1.6299,0.8022,0.0611,1.3549,0.0644,0.615,0.0408,0.0106,0.2055,0.2074,0.0192,0.0911,6.3128,8.2365,0.0298,0.2113
HOTAIR,0,0,0.0238,0.4861,0.0209,0,0.1709,0.4131,0.0541,0.0553,0,0,0,0.2074,0.0483,0.068,0,0.0323,0,0.1578
PTENP1,0.458,0.7311,0.4012,0.4364,1.7703,0.4439,0.6807,0.2555,0.6051,0.614,0.7085,0.6041,0.6317,0.2071,0.9417,0.3386,1.47,0.6566,0.4164,0.3283
CACNA1A,0.1041,0.1752,0.1546,0.0402,0.113,0.1229,0.1502,0.3008,0.0877,0.1471,0.1739,0.2097,0.1866,0.2063,0.0435,0.1953,0.3552,0.17,0.8116,0.1973
MIR564,0,0,0,0,0,0.2018,0,0,0,0,0,0.2217,0,0.2063,0,0,0,0,0,0
OR52N5,0,0,0,0,0,0.1101,0,0,0,0,0,0,0,0.2063,0,0,0,0,0,0
PAX2,0.1805,0.0892,0.0269,0.3419,0.1181,0,0,0.5524,0.4072,0.1407,0.1744,0.0201,0.1591,0.2062,0.1908,0.0576,0,0.0456,0.0283,0.1337
RPGRIP1,0.278,0.0688,0.0799,0.2524,0.371,0.1537,0.4248,0.1197,1.0502,0.2893,0.1471,0.0949,0.1075,0.2062,0.3236,0.0905,0.189,0.2576,0,0.2918
MSTN,0.1556,0.0413,0.1052,0.0164,0.1211,0.2823,0.2123,0.1535,0.0448,0.1222,0.0426,0.1181,0.391,0.2061,0.2197,0.1408,0.0756,0.0534,0.0207,0.1633
SLC16A10,0.2032,0.5991,0.6615,0.8105,2.1344,0.4291,0.9173,0.6954,0.3752,0.2955,0.5701,0.6712,0.2764,0.206,1.1079,1.2597,0.4897,0.4198,0.3808,0.2765
SLC3A1,0.112,0.033,0.2761,0.0788,0.0623,0.1855,0.017,1.5071,0.3132,0.1649,0.5366,0.2745,0.1263,0.206,0.032,0.2533,0.4895,0.3444,0.555,0.098
SLC38A11,2.331,0.586,8.3986,5.1295,4.4072,1.1765,5.4122,1.2327,1.6704,2.7218,29.7058,1.7227,0.9725,0.2058,0.9241,4.551,1.2511,1.0106,0.2614,4.8544
LOC100131532,0.1087,0.158,0.1247,0.0082,0.0691,0.0738,0.0848,0.0557,0.1266,0.061,0.085,0.0147,0.2552,0.2057,0.0133,0.0562,0,0.1599,0.1516,0.4075
TIGD3,0.3771,0.1668,0.0937,0.3747,0.5921,0.1533,0.2018,0.0796,0.1595,0.0871,0.1417,0.2315,0.1608,0.2057,0.2088,0.0602,0.0431,0.3046,0,0.1863
BOK-AS1,0.1811,0.0458,0.0437,0.0546,0.1151,0.2905,0.0941,0.0464,0.2728,0.5586,0.3777,0.0736,0.025,0.2056,0.0443,0.4681,0.3015,0.0888,0.0918,0.0543
FGF23,0,0,0,0,0,0,0,0,0,0.0143,0,0,0.0141,0.2056,0,0.1317,0,0,0,0
FAM189A1,0.3817,0.0741,0.2478,0.629,1.2786,0.2533,0.8171,0.522,0.6828,0.5894,1.0323,0.2031,0.7829,0.2055,0.4502,0.1474,0.217,0.2516,0.157,0.7963
TCF15,0.0895,0.095,0.1966,0.0756,0.4379,0.0309,0.0488,0.1766,0.1201,0.0703,0.0817,0.0679,0.0692,0.2054,0,0.0972,0.1912,0.1536,0,0.0751
LINC00597,0.0581,0,0,0.1227,0,0.0251,0,0.2085,0.2228,0.3137,0.106,0.1929,0.4212,0.2052,0,0.3942,0.6489,0.2991,0,0.0915
SLC28A2,0.2229,0.1498,0.0452,0.1789,0.0793,0.0539,0.0405,0.048,0.094,0.0788,0.1302,0.1015,0.1724,0.2047,0.0229,0.0968,0.1732,0.1148,0.0791,0.0187
CAPN11,0.0877,0.0494,0.1348,0.0505,0.1596,0.0965,0.2031,0.7869,0.2905,0.0939,0.0801,0.1362,0.3546,0.2042,0.041,0.0361,0.1394,0.3969,0,0.1088
ZNF322P1,0.2775,0.1555,0,0.0195,0.0206,0,0,0,0.1597,0.0999,0.0844,0.0527,0.0894,0.2042,0.1425,0.2092,0,0,0.3038,0.1942
MIR628,0,0,0,0,0,0.1997,0,0,0,0,0,0,0,0.2041,0,0,0,0,0,0
LOC400084,2.4459,0.2135,0,0.2328,0.2101,0.0181,0.5442,0,0.4026,0.3504,0.1533,0.0996,1.0249,0.2039,0.4582,0.095,0,0.1441,0,1.1018
SLC22A20,0.2402,0.3432,0.164,0.0585,0.0925,0.1836,0.3529,1.1024,0.1595,0.1814,0.0337,0.2717,0.1786,0.2039,0.0158,0.209,0.3679,0.2378,0.1804,0.1358
ADORA2A-AS1,0.1026,0.121,0.065,0.0542,0,0.0443,0.0311,0.0307,0.0082,0.0839,0.0937,0.0118,0,0.2039,0.0293,0.1083,0.0997,0.0587,0,0.0359
CORT,0.4435,0.2197,0.09,0.1873,0,0.1226,0.0645,0,0.051,0.0522,0.0324,0.2524,0.0686,0.2036,0,0.2086,0.0861,0,0,0.0559
PCDHA10,2.232,0.0296,0.3109,0.2295,0.1209,0.2672,0.2129,0.0225,1.1983,0.2872,1.339,0.2102,0.1455,0.203,0.0537,0.1437,0.069,0.0646,0.0519,0.0614
FCGR1C,0,0.029,0,0.0693,0.1825,0.0567,0.4031,0.2356,0.1574,0,0,0.1246,0.2538,0.2029,0.0281,0.0297,1.0521,0.8169,0.4079,0.4134
EPO,0.2294,0.6813,0.4017,1.5746,2.734,0.4531,0.1342,0.0294,0.88,1.094,0.2094,0.5597,1.3624,0.2026,0.0421,0.1038,1.6235,0.4781,0.4946,0.86
RUFY4,0.1992,0.0961,0.4387,0.0574,0.3424,0.073,0.0659,0.8286,1.0534,0.5866,0.0881,0.189,0.1284,0.2025,0.031,0.1365,1.8409,0.7718,0.3161,0.4308
PCDHAC2,0.211,0.1866,0.0799,0.0845,0.0486,0.1823,0.0596,0.0261,0.0698,0.05,0.0664,0.3003,0.0774,0.2024,0.1059,0.1975,0,0.0312,0.4134,0.0076
CD1A,0.052,0.0644,0.0703,0,0.2777,0.0719,0.123,0.2333,0.0199,0.2757,0.057,0.0987,0.1408,0.2021,0.0178,0,0.1212,0.1785,0,0.1419
MIR647,0.4575,1.0116,0,0,0,0.9882,0,0,1.5354,0.4491,0,0,0.2211,0.202,0,0,0,0,0,0
ZNF556,0.0673,0.1785,0.0227,0.0142,0.0599,0.0465,0.0367,0.0483,0.0129,0.0132,0,0.0383,0.1691,0.202,0.0346,0.1704,0.1046,0.0231,0.0119,0.113
MIR555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0
IGF2-AS,0.0152,0.0337,0.0193,0.0885,0,0.0395,0.0139,0.1983,0,0.0898,0.0575,0.3254,0.0442,0.2019,0,0.0345,0,0,0.0135,0
DPY19L2P4,0.6529,1.1454,1.1312,2.5277,2.6626,1.0436,3.2368,0.8396,1.6173,2.3608,1.1819,1.0325,1.5463,0.2018,0.8662,1.0141,0.8561,1.1206,1.7387,0.9823
C9orf129,0.0571,0.202,0.2412,0.221,0.0847,0.4439,0.0519,0.3585,0.073,0.0187,0.0521,0.1444,0.0736,0.2016,0.1629,0.1033,0.2772,0,0.1351,0.1198
IL12RB2,0.0489,0.0192,0.0597,0.1033,0.2116,0.0657,0.1879,0.1804,0.0313,0.032,0.0794,0.067,0.0631,0.2016,0.0093,0.1918,0.586,0.4011,0.0386,0.0799
GPRASP2,0.3951,0.2609,0.2681,0.0705,0.0743,0.2789,0.2329,0.1648,0.0747,0.1366,0.0203,0.2429,0.1506,0.2015,0.081,0.0554,0.0221,0.1146,0.1383,0.1869
ELOVL3,0.0815,0.173,0.0827,0.0689,0,0.1409,0,0.1316,0.1251,0.16,0.2232,0.1547,0.1418,0.2015,0.0837,0.2065,0,0.1119,0.2315,0.0684
E2F2,0.3885,0.1681,0.0785,0.2229,0.3663,0.1897,0.1383,0.0568,0.1741,0.2611,0.1233,0.2764,0.2898,0.2013,0.0759,0.0535,0.3773,0.75,0.015,0.2083
HYPK,0.4714,0.0863,0.1923,0.1373,0.1808,0.2107,0.0148,0.0292,0.2026,0.1915,0.1632,0.0925,0.1257,0.2009,0.167,0.2206,0.0158,0.0837,0,0
STMN4,0,0.0862,0.1373,0,0.1084,0.0702,0.0591,0,0,0.0159,0.1334,0.0925,0.0628,0.2008,0,0.1176,0,0.1533,0,0
FAM83C,0,0.1887,0.2559,0.0436,0,0.1308,0,0.8829,0,0.1081,0.1696,0.0718,0.0931,0.2005,0.0118,0.1619,0.381,0.1654,0,0
RFPL3-AS1,0.4693,0.0859,0.1915,0.1709,0,0.1398,0.2061,0.2323,0.3414,0.4925,0.4431,0.1842,0.1721,0.2,0,0.3075,0.1257,0.0694,0.0862,0.4756
PYDC1,0,0,0,0,0.5036,0.4564,0,0.4739,0,0,0,0.0716,0.1459,0.1999,0,0.2048,0.1099,0.7447,0,0
BMP3,0.0536,0.0406,0.2751,0.0162,0.1917,0.1456,0.1602,0.7009,0.1175,0.1466,0.1049,0.0727,0.0222,0.1995,0.0524,0.097,0.2418,1.2488,0.017,0.3256
DPEP3,0,0.0885,0.0211,0,0.306,0,0.2958,0.1907,0.048,0.0737,0.0913,0.0949,0.0242,0.1988,0,0.1358,1.2146,0.8263,0,0.0525
TBX15,0.3751,0.1438,0.0634,0.0264,0.0278,0.0216,0.182,0.0224,0.5694,0.2086,0.3138,0.083,0.1027,0.1987,0.2301,0.2149,0.0243,0.1609,0.1609,0
GREB1L,0.5951,0.6258,0.2791,0.0613,0.5367,0.6615,0.3994,0.0488,0.3549,0.4488,0.8014,0.7677,0.4174,0.1986,0.1242,0.1477,0.2079,0.1339,0.2673,1.2492
NKPD1,0.2999,0.5926,0.5385,0.188,0.3387,0.5222,0.1449,0.6894,0.2696,0.5151,0.2694,0.8313,0.1993,0.1986,0.1043,0.2798,0.3686,0.1045,0.4658,0.3541
FREM3,0.0231,0,0,0,0,0,0,0,0.0254,0,0.0543,0,0,0.1985,0,0.006,0.0353,0.034,0,0
TEC,0.4247,0.3488,0.5076,0.3331,0.5802,0.2254,0.3973,0.2776,0.4363,0.792,0.4263,0.3914,0.5395,0.1982,0.4621,0.3293,0.6658,0.734,0.1939,0.4202
CLEC4E,0.0509,0.162,0.3096,0.2149,2.0146,1.7936,2.0549,1.6798,0.1073,0.04,0.1672,0.2703,0.2361,0.1977,0.7229,1.823,6.8394,5.3267,1.7524,2.6808
GPR55,0.0115,0.1015,0.1067,0.0606,0.3828,0.2577,0.1044,0.2676,0.0605,0.1239,0.0524,0.0435,0.0776,0.1976,0.0442,0.0104,0.156,0.3446,0.2037,0.1325
LRCOL1,0,0.0658,0.1468,0,0.0828,0.0429,0,0.7569,0.0476,0.3654,0.0453,0.0942,0.048,0.1972,0,0.2694,0.0482,0.1916,0.1542,0.1823
GPR15,0,0.0359,0.0685,0,0.2706,0.0876,0.2213,0.7822,0,0.0796,0.0555,0.0385,0.0588,0.1969,0,0.0367,0.1576,1.0962,0,0.1064
DYDC1,0.695,0.4917,0.3524,0.1467,0.3092,0.3602,0.0506,0.0499,0.2399,0.6822,0.5074,0.5538,0.4299,0.1964,0.119,0.3521,0.027,0.2147,0.1727,0.2918
KIF18B,0.6006,0.1747,0.1669,0.2346,0.6314,0.128,0.0374,0.155,0.6311,0.2988,0.0751,0.2966,0.334,0.1962,0.0634,0,0.1598,0.2401,0,0.38
TMEM190,0.0741,0,0.1878,0,0,0,0,0.0664,0,0,0,0,0.2148,0.1962,0,0,0,0.1271,0,0.2332
PCDH11X,0.1386,0.1522,0.1595,0.0807,0.0532,0.1197,0.0522,0.0858,0.055,0.1665,0.0872,0.5124,0.201,0.1962,0.0205,0.1708,0.0998,0.1225,0.319,0.0803
LRRC4C,0.0325,0.1533,0.586,0.469,0.5061,0.1872,1.2219,0.4471,0.1402,0.2021,0.3214,0.5962,0.0209,0.1961,0.0371,0.1617,0.3946,0.5531,0.0769,0.7619
ACRC,0.4492,0.2078,0.2161,0.1313,0.2613,0.1731,0.44,0.2232,0.3777,0.2238,0.1387,0.2557,0.1202,0.1952,0.071,0.2063,0.2752,0.3321,0.4968,0.2031
SLC7A9,0.2332,0.1846,0.0519,0.4925,0.0546,0.3076,0.2791,0.2863,0.8004,0.8917,0.4145,0.4076,0.3916,0.1951,0.021,0.2554,0.1192,0.2317,0.2397,0.3092
KCTD8,1.6854,0.1124,0.3293,0,0.0188,0.1171,0.0924,0.0608,0.2436,0.3907,0.201,0.0562,0.0819,0.1944,0.0507,0.2375,0.5182,0.3416,0,0.2489
TRPM3,0.0279,0.0556,0.1505,0.059,0.0621,0.0966,0.1207,0.0564,0,0.1063,0.0191,0.053,0.0844,0.1943,0.0179,0.098,0.1255,0.027,0.0434,0.0623
DPYS,0.04,8.1867,8.4901,0.1689,0.2223,5.4752,7.8918,1.5334,1.5335,4.808,2.0891,5.0547,0.686,0.1942,1.7624,8.8989,2.0775,1.3552,2.9545,1.217
MYBPC2,0,0.0216,0.0413,0.0129,0.3666,0.116,0.1999,0.011,0.0702,0.0779,0.0223,0.0637,0.1298,0.194,0.0104,0.2927,0.2845,0.1624,0.1734,0.2434
GPR156,0.0366,0.3931,0.2784,0.0442,0,0.2891,0.0666,0.0281,0.1504,0.2566,0.0954,0.3969,0.0809,0.1939,0.0358,0.2129,0.1777,0.1122,0.1903,0.1646
SLC35G5,0.2926,0.2264,0.0927,0.1738,0.3661,0.0632,0,0.0492,0.1227,0.359,0.0167,0.2776,0.9014,0.1937,0.0313,0.182,0.1598,0.0628,0.1461,0.0768
CRYM-AS1,0.2097,0.0674,0.0564,0.0302,0.371,0.0082,0.026,0.1454,0.0366,0.2994,0.0957,0.0633,0.0829,0.1936,0.0816,0.1466,0.0185,0.0736,0.1015,0.1801
