source,target
ACO1,IDH3G
ACO1,CS
ACO2,IDH1
ACO2,IDH2
ACO2,IDH3A
ACO2,IDH3B
ACO2,IDH3G
ACO2,CS
CS,PC
CS,PCK1
CS,PCK2
CS,ACO1
CS,ACO2
CS,MDH1
CS,MDH2
CS,ACAT1
CS,ACAT2
MDH1,ACLY
MDH1,CS
MDH1,PC
MDH1,PCK1
MDH1,PCK2
MDH1,FH
MDH2,ACLY
MDH2,CS
MDH2,PC
MDH2,PCK1
MDH2,PCK2
MDH2,FH
PC,PCK1
PC,PCK2
PC,MDH1
PC,MDH2
PC,LDHAL6A
PC,LDHA
PC,LDHB
PC,LDHC
PC,LDHAL6B
PC,PDHA1
PC,PDHA2
PC,PDHB
PC,ME2
PC,ME3
PC,ME1
SDHA,SUCLG2
SDHA,SUCLG1
SDHA,SUCLA2
SDHB,SUCLG2
SDHB,SUCLG1
SDHB,SUCLA2
SDHC,SUCLG2
SDHC,SUCLG1
SDHC,SUCLA2
SDHD,SUCLG2
SDHD,SUCLG1
SDHD,SUCLA2
RBKS,RPIA
RBKS,TKT
RBKS,TKTL1
RBKS,TKTL2
RBKS,PGM1
RBKS,PGM2
RBKS,DERA
DERA,ALDOA
DERA,ALDOB
DERA,ALDOC
DERA,TKT
DERA,TKTL1
DERA,TKTL2
DERA,TALDO1
PRPS1L1,RPIA
PRPS1L1,TKT
PRPS1L1,TKTL1
PRPS1L1,TKTL2
PRPS1L1,RBKS
PRPS1L1,PGM2
PRPS1L1,PGM1
PRPS1L1,NUDT5
PRPS1L1,NUDT9
PRPS1L1,ADPRM
PRPS1L1,PPAT
PRPS1,RPIA
PRPS1,TKT
PRPS1,TKTL1
PRPS1,TKTL2
PRPS1,RBKS
PRPS1,PGM2
PRPS1,PGM1
PRPS1,NUDT5
PRPS1,NUDT9
PRPS1,ADPRM
PRPS1,PPAT
PRPS2,RPIA
PRPS2,TKT
PRPS2,TKTL1
PRPS2,TKTL2
PRPS2,RBKS
PRPS2,PGM2
PRPS2,PGM1
PRPS2,NUDT5
PRPS2,NUDT9
PRPS2,ADPRM
PRPS2,PPAT
TKT,RPIA
TKT,PGM1
TKT,PGM2
TKT,TALDO1
TKT,GPI
TKT,PFKL
TKT,PFKM
TKT,PFKP
TKT,FBP1
TKT,FBP2
TKT,ALDOA
TKT,ALDOB
TKT,ALDOC
TKT,RPE
TKT,RPEL1
TKTL1,RPIA
TKTL1,PGM1
TKTL1,PGM2
TKTL1,TALDO1
TKTL1,GPI
TKTL1,PFKL
TKTL1,PFKM
TKTL1,PFKP
TKTL1,FBP1
TKTL1,FBP2
TKTL1,ALDOA
TKTL1,ALDOB
TKTL1,ALDOC
TKTL1,RPE
TKTL1,RPEL1
TKTL2,RPIA
TKTL2,PGM1
TKTL2,PGM2
TKTL2,TALDO1
TKTL2,GPI
TKTL2,PFKL
TKTL2,PFKM
TKTL2,PFKP
TKTL2,FBP1
TKTL2,FBP2
TKTL2,ALDOA
TKTL2,ALDOB
TKTL2,ALDOC
TKTL2,RPE
TKTL2,RPEL1
RPIA,PGD
RPIA,RPE
RPIA,RPEL1
RPIA,PGM1
RPIA,PGM2
RPE,PGD
RPE,TKT
RPE,TKTL1
RPE,TKTL2
RPE,XYLB
RPEL1,PGD
RPEL1,TKT
RPEL1,TKTL1
RPEL1,TKTL2
RPEL1,XYLB
PGD,PGLS
PGD,IDNK
PGD,H6PD
PGLS,IDNK
PGLS,G6PD
PGLS,H6PD
PGLS,PGD
G6PD,H6PD
G6PD,PGLS
IDNK,RGN
TALDO1,TKT
TALDO1,TKTL1
TALDO1,TKTL2
GLYCTK,PGAM4
GLYCTK,PGAM1
GLYCTK,PGAM2
GLYCTK,BPGM
GLYCTK,GRHPR
H6PD,IDNK
H6PD,PGD
GUSB,UGT2B11
GUSB,UGT2A1
GUSB,UGT2B28
GUSB,UGT1A10
GUSB,UGT1A8
GUSB,UGT1A7
GUSB,UGT1A6
GUSB,UGT1A5
GUSB,UGT1A9
GUSB,UGT1A4
GUSB,UGT1A1
GUSB,UGT1A3
GUSB,UGT2A2
GUSB,UGT2B4
GUSB,UGT2B7
GUSB,UGT2B10
GUSB,UGT2B15
GUSB,UGT2B17
GUSB,UGT2A3
GUSB,AKR1A1
GUSB,GNS
KL,UGT2B11
KL,UGT2A1
KL,UGT2B28
KL,UGT1A10
KL,UGT1A8
KL,UGT1A7
KL,UGT1A6
KL,UGT1A5
KL,UGT1A9
KL,UGT1A4
KL,UGT1A1
KL,UGT1A3
KL,UGT2A2
KL,UGT2B4
KL,UGT2B7
KL,UGT2B10
KL,UGT2B15
KL,UGT2B17
KL,UGT2A3
KL,AKR1A1
KL,INSR
KL,IRS1
KL,IRS4
KL,IRS2
KL,IGF1R
KL,TRPV5
KL,ATP1B4
KL,ATP1A1
KL,ATP1A2
KL,ATP1A3
KL,ATP1A4
KL,ATP1B1
KL,ATP1B2
KL,ATP1B3
KL,FXYD2
CRPPA,FKTN
AKR1B1,SORD
AKR1B1,GLB1
AKR1B1,LCT
AKR1B1,GLA
AKR1B1,ALDH2
AKR1B1,ALDH1B1
AKR1B1,ALDH9A1
AKR1B1,ALDH3A2
AKR1B1,ALDH7A1
AKR1B1,SPR
AKR1B1,DHFR
AKR1B1,DHFR2
AKR1B1,QDPR
AKR1B1,PAH
AKR1B1,TH
AKR1B1,TPH2
AKR1B1,TPH1
AKR1B10,SORD
AKR1B10,GLB1
AKR1B10,LCT
AKR1B10,GLA
AKR1B10,ALDH2
AKR1B10,ALDH1B1
AKR1B10,ALDH9A1
AKR1B10,ALDH3A2
AKR1B10,ALDH7A1
AKR1B10,SPR
AKR1B10,DHFR
AKR1B10,DHFR2
AKR1B10,QDPR
AKR1B10,PAH
AKR1B10,TH
AKR1B10,TPH2
AKR1B10,TPH1
DCXR,AKR1B1
DCXR,AKR1B10
UGP2,UGDH
UGP2,GALT
UGP2,GYG1
UGP2,GYS1
UGP2,GYS2
UGP2,GYG2
UGP2,AGL
UGP2,PYGB
UGP2,PYGL
UGP2,PYGM
UGP2,PGM1
UGP2,PGM2
UGP2,GALE
UGT2B11,UGDH
UGT2B11,GUSB
UGT2B11,KL
UGT2B11,HSD3B1
UGT2B11,HSD3B2
UGT2B11,AKR1C3
UGT2B11,HSD17B3
UGT2B11,HSD17B2
UGT2B11,HSD17B8
UGT2B11,HSD17B6
UGT2B11,CYP1A1
UGT2B11,CYP3A5
UGT2B11,CYP19A1
UGT2B11,ADH1A
UGT2B11,ADH1B
UGT2B11,ADH1C
UGT2B11,ADH4
UGT2B11,ADH5
UGT2B11,ADH6
UGT2B11,ADH7
UGT2B11,CYP3A4
UGT2B11,LOC107987478
UGT2B11,LOC107987479
UGT2B11,CYP2D7
UGT2B11,CYP2D6
UGT2A1,UGDH
UGT2A1,GUSB
UGT2A1,KL
UGT2A1,HSD3B1
UGT2A1,HSD3B2
UGT2A1,AKR1C3
UGT2A1,HSD17B3
UGT2A1,HSD17B2
UGT2A1,HSD17B8
UGT2A1,HSD17B6
UGT2A1,CYP1A1
UGT2A1,CYP3A5
UGT2A1,CYP19A1
UGT2A1,ADH1A
UGT2A1,ADH1B
UGT2A1,ADH1C
UGT2A1,ADH4
UGT2A1,ADH5
UGT2A1,ADH6
