source,target
HLA-DOB,FOXD1
PARP9,FOXD1
PCDH11X,FOXD1
RGS4,FOXD1
ATP8B4,FOXD1
SLC35C1,FOXD1
DAAM2,FOXD1
NOX5,FOXD1
YTHDF2,FOXD1
ATP6V1G2-DDX39B,FOXD1
VARS,FOXD1
REXO1L2P,FOXD1
REXO1L1P,FOXD1
NBPF14,FOXD1
MIR3687-1,FOXD1
MIR3648-1,FOXD1
MILR1,FOXD1
LOC401242,FOXD1
LINC00685,FOXD1
HCG26,FOXD1
FCGR1B,FOXD1
FAM101B,FOXD1
TNF,FOXD1
RNF39,FOXD1
ZFP57,FOXD1
TRIM40,FOXD1
TRIM26,FOXD1
GTPBP6,FOXD1
FLOT1,FOXD1
FAM21A,FOXD1
TCF19,FOXD1
PRRC2A,FOXD1
GNL1,FOXD1
CYP21A2,FOXD1
EHMT2,FOXD1
BRD2,FOXD1
GPR89B,FOXD1
NEU1,FOXD1
TNXB,FOXD1
HCP5,FOXD1
HLA-E,FOXD1
DDX39B,FOXD1
SLC25A26,FOXD1
LSM2,FOXD1
SCAMP1,FOXD1
FOS,FOXD1
UCK1,FOXD1
PLG,FOXD1
SLC41A2,FOXD1
GTDC1,FOXD1
PHF2,FOXD1
NR2F6,FOXD1
ZNF367,FOXD1
FOSL2,FOXD1
SLC13A5,FOXD1
INSR,FOXD1
SLX4,FOXD1
SLC28A3,FOXD1
GLTSCR1,FOXD1
IFT57,FOXD1
C10ORF32,FOXD1
DNMT3A,FOXD1
HGSNAT,FOXD1
YME1L1,FOXD1
IQGAP3,FOXD1
NUDT17,FOXD1
TET2,FOXD1
TEF,FOXD1
SHISA3,FOXD1
CXORF56,FOXD1
CREBRF,FOXD1
NOC4L,FOXD1
IGF2BP3,FOXD1
PRDM10,FOXD1
C1ORF131,FOXD1
BRCC3,FOXD1
FGA,FOXD1
SPESP1,FOXD1
WAC,FOXD1
PDC,FOXD1
C1QTNF9,FOXD1
VNN1,FOXD1
CAMK1G,FOXD1
NANOS3,FOXD1
CAMKK2,FOXO3
PARPBP,FOXO3
AMELY,FOXO3
METTL20,FOXO3
FBXO9,FOXO3
MOSPD2,FOXO3
ST20,FOXO3
VARS2,FOXO3
ACAN,FOXO3
CETN1,FOXO3
ATG14,FOXO3
LOC100130872,FOXO3
C4ORF27,FOXO3
CCDC173,FOXO3
CYMP,FOXO3
LOC441666,FOXO3
LOC649330,FOXO3
SNAR-E,FOXO3
MIR4263,FOXO3
SNORD114-8,FOXO3
GPR176,FOXO3
LOC729080,FOXO3
OR8H1,FOXO3
OR13C8,FOXO3
SDHC,FOXO3
DLEU2L,FOXO3
SNORA14B,FOXO3
STYX,FOXO3
LOC339568,FOXO3
MIR1247,FOXO3
TOP1P1,FOXO3
TTC14,FOXO3
MIR511,FOXO3
IGFBPL1,FOXO3
